"","airline","Date","CurrDate","n_day","wk_day","ch_price"
"924","Alaska Airlines","12/11/2018","2018-11-19",22,"Monday",118.2
"925","Alaska Airlines","12/11/2018","2018-11-20",21,"Tuesday",118.2
"926","Alaska Airlines","12/11/2018","2018-11-21",20,"Wednesday",610.2
"927","Alaska Airlines","12/11/2018","2018-11-28",13,"Wednesday",158.2
"928","Alaska Airlines","12/11/2018","2018-11-29",12,"Thursday",158.2
"929","Alaska Airlines","12/11/2018","2018-11-30",11,"Friday",158.2
"930","Alaska Airlines","12/11/2018","2018-12-01",10,"Saturday",158.2
"2213","American Airlines","12/11/2018","2018-11-18",23,"Sunday",118.2
"2214","American Airlines","12/11/2018","2018-11-19",22,"Monday",118.2
"2215","American Airlines","12/11/2018","2018-11-20",21,"Tuesday",118.2
"2216","American Airlines","12/11/2018","2018-11-21",20,"Wednesday",763.2
"2217","American Airlines","12/11/2018","2018-11-22",19,"Thursday",158.2
"2218","American Airlines","12/11/2018","2018-11-23",18,"Friday",158.2
"2219","American Airlines","12/11/2018","2018-11-24",17,"Saturday",158.2
"2220","American Airlines","12/11/2018","2018-11-25",16,"Sunday",158.2
"2221","American Airlines","12/11/2018","2018-11-26",15,"Monday",158.2
"2222","American Airlines","12/11/2018","2018-11-27",14,"Tuesday",158.2
"2223","American Airlines","12/11/2018","2018-11-28",13,"Wednesday",158.2
"2224","American Airlines","12/11/2018","2018-11-29",12,"Thursday",158.2
"2225","American Airlines","12/11/2018","2018-11-30",11,"Friday",158.2
"2226","American Airlines","12/11/2018","2018-12-01",10,"Saturday",158.2
"3515","Delta","12/11/2018","2018-11-18",23,"Sunday",118.2
"3516","Delta","12/11/2018","2018-11-19",22,"Monday",118.2
"3517","Delta","12/11/2018","2018-11-20",21,"Tuesday",118.2
"3518","Delta","12/11/2018","2018-11-21",20,"Wednesday",703.2
"3519","Delta","12/11/2018","2018-11-22",19,"Thursday",158.2
"3520","Delta","12/11/2018","2018-11-23",18,"Friday",158.2
"3521","Delta","12/11/2018","2018-11-24",17,"Saturday",158.2
"3522","Delta","12/11/2018","2018-11-25",16,"Sunday",158.2
"3523","Delta","12/11/2018","2018-11-26",15,"Monday",158.2
"3524","Delta","12/11/2018","2018-11-27",14,"Tuesday",158.2
"3525","Delta","12/11/2018","2018-11-28",13,"Wednesday",158.2
"3526","Delta","12/11/2018","2018-11-29",12,"Thursday",158.2
"3527","Delta","12/11/2018","2018-11-30",11,"Friday",158.2
"3528","Delta","12/11/2018","2018-12-01",10,"Saturday",158.2
"4794","JetBlue Airways","12/11/2018","2018-11-18",23,"Sunday",118.2
"4795","JetBlue Airways","12/11/2018","2018-11-19",22,"Monday",118.2
"4796","JetBlue Airways","12/11/2018","2018-11-20",21,"Tuesday",118.2
"4797","JetBlue Airways","12/11/2018","2018-11-21",20,"Wednesday",578.2
"4798","JetBlue Airways","12/11/2018","2018-11-22",19,"Thursday",158.2
"4799","JetBlue Airways","12/11/2018","2018-11-23",18,"Friday",158.2
"4800","JetBlue Airways","12/11/2018","2018-11-24",17,"Saturday",158.2
"4801","JetBlue Airways","12/11/2018","2018-11-25",16,"Sunday",158.2
"4802","JetBlue Airways","12/11/2018","2018-11-26",15,"Monday",158.2
"4803","JetBlue Airways","12/11/2018","2018-11-27",14,"Tuesday",158.2
"4804","JetBlue Airways","12/11/2018","2018-11-28",13,"Wednesday",158.2
"4805","JetBlue Airways","12/11/2018","2018-11-29",12,"Thursday",158.2
"4806","JetBlue Airways","12/11/2018","2018-11-30",11,"Friday",158.2
"4807","JetBlue Airways","12/11/2018","2018-12-01",10,"Saturday",158.2
"6188","Sun Country Airlines","12/11/2018","2018-11-22",19,"Thursday",122.8
"6189","Sun Country Airlines","12/11/2018","2018-11-24",17,"Saturday",122.8
"6190","Sun Country Airlines","12/11/2018","2018-11-25",16,"Sunday",122.8
"6191","Sun Country Airlines","12/11/2018","2018-11-26",15,"Monday",122.8
"6192","Sun Country Airlines","12/11/2018","2018-11-27",14,"Tuesday",122.8
"6193","Sun Country Airlines","12/11/2018","2018-11-28",13,"Wednesday",122.8
"6194","Sun Country Airlines","12/11/2018","2018-11-29",12,"Thursday",122.8
"6195","Sun Country Airlines","12/11/2018","2018-11-30",11,"Friday",122.8
"6196","Sun Country Airlines","12/11/2018","2018-12-01",10,"Saturday",122.8
"7443","United","12/11/2018","2018-11-18",23,"Sunday",118.2
"7444","United","12/11/2018","2018-11-19",22,"Monday",118.2
"7445","United","12/11/2018","2018-11-20",21,"Tuesday",123.21
"7446","United","12/11/2018","2018-11-21",20,"Wednesday",513.2
"7447","United","12/11/2018","2018-11-22",19,"Thursday",158.2
"7448","United","12/11/2018","2018-11-23",18,"Friday",158.2
"7449","United","12/11/2018","2018-11-24",17,"Saturday",158.2
"7450","United","12/11/2018","2018-11-25",16,"Sunday",158.2
"7451","United","12/11/2018","2018-11-26",15,"Monday",158.2
"7452","United","12/11/2018","2018-11-27",14,"Tuesday",158.2
"7453","United","12/11/2018","2018-11-28",13,"Wednesday",158.2
"7454","United","12/11/2018","2018-11-29",12,"Thursday",158.2
"7455","United","12/11/2018","2018-11-30",11,"Friday",158.2
"7456","United","12/11/2018","2018-12-01",10,"Saturday",158.2
"931","Alaska Airlines","12/12/2018","2018-11-18",24,"Sunday",118.2
"932","Alaska Airlines","12/12/2018","2018-11-19",23,"Monday",118.2
"933","Alaska Airlines","12/12/2018","2018-11-20",22,"Tuesday",118.2
"934","Alaska Airlines","12/12/2018","2018-11-21",21,"Wednesday",118.2
"935","Alaska Airlines","12/12/2018","2018-11-22",20,"Thursday",118.2
"936","Alaska Airlines","12/12/2018","2018-11-27",15,"Tuesday",158.2
"937","Alaska Airlines","12/12/2018","2018-11-28",14,"Wednesday",158.2
"938","Alaska Airlines","12/12/2018","2018-11-29",13,"Thursday",158.2
"939","Alaska Airlines","12/12/2018","2018-11-30",12,"Friday",158.2
"940","Alaska Airlines","12/12/2018","2018-12-01",11,"Saturday",158.2
"2227","American Airlines","12/12/2018","2018-11-18",24,"Sunday",118.2
"2228","American Airlines","12/12/2018","2018-11-19",23,"Monday",118.2
"2229","American Airlines","12/12/2018","2018-11-20",22,"Tuesday",118.2
"2230","American Airlines","12/12/2018","2018-11-21",21,"Wednesday",118.2
"2231","American Airlines","12/12/2018","2018-11-22",20,"Thursday",118.2
"2232","American Airlines","12/12/2018","2018-11-23",19,"Friday",158.2
"2233","American Airlines","12/12/2018","2018-11-24",18,"Saturday",158.2
"2234","American Airlines","12/12/2018","2018-11-25",17,"Sunday",158.2
"2235","American Airlines","12/12/2018","2018-11-26",16,"Monday",158.2
"2236","American Airlines","12/12/2018","2018-11-27",15,"Tuesday",158.2
"2237","American Airlines","12/12/2018","2018-11-28",14,"Wednesday",158.2
"2238","American Airlines","12/12/2018","2018-11-29",13,"Thursday",158.2
"2239","American Airlines","12/12/2018","2018-11-30",12,"Friday",158.2
"2240","American Airlines","12/12/2018","2018-12-01",11,"Saturday",158.2
"3529","Delta","12/12/2018","2018-11-18",24,"Sunday",118.2
"3530","Delta","12/12/2018","2018-11-19",23,"Monday",118.2
"3531","Delta","12/12/2018","2018-11-20",22,"Tuesday",118.2
"3532","Delta","12/12/2018","2018-11-21",21,"Wednesday",118.2
"3533","Delta","12/12/2018","2018-11-22",20,"Thursday",118.2
"3534","Delta","12/12/2018","2018-11-23",19,"Friday",158.2
"3535","Delta","12/12/2018","2018-11-24",18,"Saturday",158.2
"3536","Delta","12/12/2018","2018-11-25",17,"Sunday",158.2
"3537","Delta","12/12/2018","2018-11-26",16,"Monday",158.2
"3538","Delta","12/12/2018","2018-11-27",15,"Tuesday",158.2
"3539","Delta","12/12/2018","2018-11-28",14,"Wednesday",158.2
"3540","Delta","12/12/2018","2018-11-29",13,"Thursday",158.2
"3541","Delta","12/12/2018","2018-11-30",12,"Friday",158.2
"3542","Delta","12/12/2018","2018-12-01",11,"Saturday",158.2
"4808","JetBlue Airways","12/12/2018","2018-11-18",24,"Sunday",118.2
"4809","JetBlue Airways","12/12/2018","2018-11-19",23,"Monday",118.2
"4810","JetBlue Airways","12/12/2018","2018-11-20",22,"Tuesday",118.2
"4811","JetBlue Airways","12/12/2018","2018-11-21",21,"Wednesday",118.2
"4812","JetBlue Airways","12/12/2018","2018-11-22",20,"Thursday",118.2
"4813","JetBlue Airways","12/12/2018","2018-11-23",19,"Friday",158.2
"4814","JetBlue Airways","12/12/2018","2018-11-24",18,"Saturday",158.2
"4815","JetBlue Airways","12/12/2018","2018-11-25",17,"Sunday",158.2
"4816","JetBlue Airways","12/12/2018","2018-11-26",16,"Monday",158.2
"4817","JetBlue Airways","12/12/2018","2018-11-27",15,"Tuesday",158.2
"4818","JetBlue Airways","12/12/2018","2018-11-28",14,"Wednesday",158.2
"4819","JetBlue Airways","12/12/2018","2018-11-29",13,"Thursday",158.2
"4820","JetBlue Airways","12/12/2018","2018-11-30",12,"Friday",158.2
"4821","JetBlue Airways","12/12/2018","2018-12-01",11,"Saturday",158.2
"5666","Spirit Airlines","12/12/2018","2018-11-18",24,"Sunday",123.88
"5667","Spirit Airlines","12/12/2018","2018-11-19",23,"Monday",123.88
"5668","Spirit Airlines","12/12/2018","2018-11-20",22,"Tuesday",123.88
"5669","Spirit Airlines","12/12/2018","2018-11-21",21,"Wednesday",123.88
"5670","Spirit Airlines","12/12/2018","2018-11-22",20,"Thursday",123.88
"5671","Spirit Airlines","12/12/2018","2018-11-23",19,"Friday",123.88
"5672","Spirit Airlines","12/12/2018","2018-11-24",18,"Saturday",123.88
"5673","Spirit Airlines","12/12/2018","2018-11-25",17,"Sunday",123.88
"5674","Spirit Airlines","12/12/2018","2018-11-26",16,"Monday",123.88
"5675","Spirit Airlines","12/12/2018","2018-11-27",15,"Tuesday",123.88
"5676","Spirit Airlines","12/12/2018","2018-11-28",14,"Wednesday",123.88
"5677","Spirit Airlines","12/12/2018","2018-11-29",13,"Thursday",123.88
"5678","Spirit Airlines","12/12/2018","2018-11-30",12,"Friday",123.88
"5679","Spirit Airlines","12/12/2018","2018-12-01",11,"Saturday",123.88
"6197","Sun Country Airlines","12/12/2018","2018-11-21",21,"Wednesday",122.8
"6198","Sun Country Airlines","12/12/2018","2018-11-22",20,"Thursday",122.8
"6199","Sun Country Airlines","12/12/2018","2018-11-23",19,"Friday",122.8
"6200","Sun Country Airlines","12/12/2018","2018-11-24",18,"Saturday",122.8
"6201","Sun Country Airlines","12/12/2018","2018-11-25",17,"Sunday",122.8
"6202","Sun Country Airlines","12/12/2018","2018-11-26",16,"Monday",122.8
"6203","Sun Country Airlines","12/12/2018","2018-11-27",15,"Tuesday",122.8
"6204","Sun Country Airlines","12/12/2018","2018-11-28",14,"Wednesday",122.8
"6205","Sun Country Airlines","12/12/2018","2018-11-29",13,"Thursday",122.8
"6206","Sun Country Airlines","12/12/2018","2018-11-30",12,"Friday",122.8
"6207","Sun Country Airlines","12/12/2018","2018-12-01",11,"Saturday",122.8
"7457","United","12/12/2018","2018-11-18",24,"Sunday",118.2
"7458","United","12/12/2018","2018-11-19",23,"Monday",118.2
"7459","United","12/12/2018","2018-11-20",22,"Tuesday",123.21
"7460","United","12/12/2018","2018-11-21",21,"Wednesday",118.2
"7461","United","12/12/2018","2018-11-22",20,"Thursday",118.2
"7462","United","12/12/2018","2018-11-23",19,"Friday",158.2
"7463","United","12/12/2018","2018-11-24",18,"Saturday",158.2
"7464","United","12/12/2018","2018-11-25",17,"Sunday",158.2
"7465","United","12/12/2018","2018-11-26",16,"Monday",158.2
"7466","United","12/12/2018","2018-11-27",15,"Tuesday",158.2
"7467","United","12/12/2018","2018-11-28",14,"Wednesday",158.2
"7468","United","12/12/2018","2018-11-29",13,"Thursday",158.2
"7469","United","12/12/2018","2018-11-30",12,"Friday",158.2
"7470","United","12/12/2018","2018-12-01",11,"Saturday",158.2
"941","Alaska Airlines","12/13/2018","2018-11-18",25,"Sunday",136.2
"942","Alaska Airlines","12/13/2018","2018-11-19",24,"Monday",272.4
"943","Alaska Airlines","12/13/2018","2018-11-20",23,"Tuesday",272.4
"944","Alaska Airlines","12/13/2018","2018-11-21",22,"Wednesday",272.4
"945","Alaska Airlines","12/13/2018","2018-11-22",21,"Thursday",340.5
"946","Alaska Airlines","12/13/2018","2018-11-27",16,"Tuesday",158.2
"947","Alaska Airlines","12/13/2018","2018-11-28",15,"Wednesday",158.2
"948","Alaska Airlines","12/13/2018","2018-11-29",14,"Thursday",158.2
"949","Alaska Airlines","12/13/2018","2018-11-30",13,"Friday",158.2
"950","Alaska Airlines","12/13/2018","2018-12-01",12,"Saturday",158.2
"2241","American Airlines","12/13/2018","2018-11-18",25,"Sunday",136.2
"2242","American Airlines","12/13/2018","2018-11-19",24,"Monday",272.4
"2243","American Airlines","12/13/2018","2018-11-20",23,"Tuesday",282.4
"2244","American Airlines","12/13/2018","2018-11-21",22,"Wednesday",282.4
"2245","American Airlines","12/13/2018","2018-11-22",21,"Thursday",353
"2246","American Airlines","12/13/2018","2018-11-23",20,"Friday",158.2
"2247","American Airlines","12/13/2018","2018-11-24",19,"Saturday",158.2
"2248","American Airlines","12/13/2018","2018-11-25",18,"Sunday",158.2
"2249","American Airlines","12/13/2018","2018-11-26",17,"Monday",158.2
"2250","American Airlines","12/13/2018","2018-11-27",16,"Tuesday",158.2
"2251","American Airlines","12/13/2018","2018-11-28",15,"Wednesday",158.2
"2252","American Airlines","12/13/2018","2018-11-29",14,"Thursday",158.2
"2253","American Airlines","12/13/2018","2018-11-30",13,"Friday",158.2
"2254","American Airlines","12/13/2018","2018-12-01",12,"Saturday",158.2
"3543","Delta","12/13/2018","2018-11-18",25,"Sunday",136.2
"3544","Delta","12/13/2018","2018-11-19",24,"Monday",272.4
"3545","Delta","12/13/2018","2018-11-20",23,"Tuesday",282.4
"3546","Delta","12/13/2018","2018-11-21",22,"Wednesday",282.4
"3547","Delta","12/13/2018","2018-11-22",21,"Thursday",340.5
"3548","Delta","12/13/2018","2018-11-23",20,"Friday",158.2
"3549","Delta","12/13/2018","2018-11-24",19,"Saturday",158.2
"3550","Delta","12/13/2018","2018-11-25",18,"Sunday",158.2
"3551","Delta","12/13/2018","2018-11-26",17,"Monday",158.2
"3552","Delta","12/13/2018","2018-11-27",16,"Tuesday",158.2
"3553","Delta","12/13/2018","2018-11-28",15,"Wednesday",158.2
"3554","Delta","12/13/2018","2018-11-29",14,"Thursday",158.2
"3555","Delta","12/13/2018","2018-11-30",13,"Friday",158.2
"3556","Delta","12/13/2018","2018-12-01",12,"Saturday",158.2
"4822","JetBlue Airways","12/13/2018","2018-11-18",25,"Sunday",136.2
"4823","JetBlue Airways","12/13/2018","2018-11-19",24,"Monday",272.4
"4824","JetBlue Airways","12/13/2018","2018-11-20",23,"Tuesday",272.4
"4825","JetBlue Airways","12/13/2018","2018-11-21",22,"Wednesday",272.4
"4826","JetBlue Airways","12/13/2018","2018-11-22",21,"Thursday",378
"4827","JetBlue Airways","12/13/2018","2018-11-23",20,"Friday",158.2
"4828","JetBlue Airways","12/13/2018","2018-11-24",19,"Saturday",158.2
"4829","JetBlue Airways","12/13/2018","2018-11-25",18,"Sunday",158.2
"4830","JetBlue Airways","12/13/2018","2018-11-26",17,"Monday",158.2
"4831","JetBlue Airways","12/13/2018","2018-11-27",16,"Tuesday",158.2
"4832","JetBlue Airways","12/13/2018","2018-11-28",15,"Wednesday",158.2
"4833","JetBlue Airways","12/13/2018","2018-11-29",14,"Thursday",158.2
"4834","JetBlue Airways","12/13/2018","2018-11-30",13,"Friday",158.2
"4835","JetBlue Airways","12/13/2018","2018-12-01",12,"Saturday",158.2
"5680","Spirit Airlines","12/13/2018","2018-12-01",12,"Saturday",150.88
"6208","Sun Country Airlines","12/13/2018","2018-11-18",25,"Sunday",140.8
"6209","Sun Country Airlines","12/13/2018","2018-11-19",24,"Monday",281.6
"6210","Sun Country Airlines","12/13/2018","2018-11-20",23,"Tuesday",281.6
"6211","Sun Country Airlines","12/13/2018","2018-11-21",22,"Wednesday",281.6
"6212","Sun Country Airlines","12/13/2018","2018-11-22",21,"Thursday",434.5
"6213","Sun Country Airlines","12/13/2018","2018-11-23",20,"Friday",122.8
"6214","Sun Country Airlines","12/13/2018","2018-11-24",19,"Saturday",122.8
"6215","Sun Country Airlines","12/13/2018","2018-11-25",18,"Sunday",122.8
"6216","Sun Country Airlines","12/13/2018","2018-11-26",17,"Monday",122.8
"6217","Sun Country Airlines","12/13/2018","2018-11-27",16,"Tuesday",122.8
"6218","Sun Country Airlines","12/13/2018","2018-11-28",15,"Wednesday",122.8
"6219","Sun Country Airlines","12/13/2018","2018-11-29",14,"Thursday",122.8
"7471","United","12/13/2018","2018-11-18",25,"Sunday",136.2
"7472","United","12/13/2018","2018-11-19",24,"Monday",272.4
"7473","United","12/13/2018","2018-11-20",23,"Tuesday",282.4
"7474","United","12/13/2018","2018-11-21",22,"Wednesday",282.4
"7475","United","12/13/2018","2018-11-22",21,"Thursday",340.5
"7476","United","12/13/2018","2018-11-23",20,"Friday",158.2
"7477","United","12/13/2018","2018-11-24",19,"Saturday",158.2
"7478","United","12/13/2018","2018-11-25",18,"Sunday",158.2
"7479","United","12/13/2018","2018-11-26",17,"Monday",158.2
"7480","United","12/13/2018","2018-11-27",16,"Tuesday",158.2
"7481","United","12/13/2018","2018-11-28",15,"Wednesday",158.2
"7482","United","12/13/2018","2018-11-29",14,"Thursday",158.2
"7483","United","12/13/2018","2018-11-30",13,"Friday",158.2
"7484","United","12/13/2018","2018-12-01",12,"Saturday",158.2
"951","Alaska Airlines","12/14/2018","2018-11-18",26,"Sunday",136.2
"952","Alaska Airlines","12/14/2018","2018-11-19",25,"Monday",136.2
"953","Alaska Airlines","12/14/2018","2018-11-20",24,"Tuesday",136.2
"954","Alaska Airlines","12/14/2018","2018-11-21",23,"Wednesday",136.2
"955","Alaska Airlines","12/14/2018","2018-11-22",22,"Thursday",136.2
"956","Alaska Airlines","12/14/2018","2018-11-25",19,"Sunday",173.2
"957","Alaska Airlines","12/14/2018","2018-11-26",18,"Monday",173.2
"958","Alaska Airlines","12/14/2018","2018-11-27",17,"Tuesday",158.2
"959","Alaska Airlines","12/14/2018","2018-11-28",16,"Wednesday",158.2
"960","Alaska Airlines","12/14/2018","2018-11-29",15,"Thursday",237.3
"961","Alaska Airlines","12/14/2018","2018-11-30",14,"Friday",158.2
"962","Alaska Airlines","12/14/2018","2018-12-01",13,"Saturday",158.2
"2255","American Airlines","12/14/2018","2018-11-18",26,"Sunday",136.2
"2256","American Airlines","12/14/2018","2018-11-19",25,"Monday",136.2
"2257","American Airlines","12/14/2018","2018-11-20",24,"Tuesday",141.2
"2258","American Airlines","12/14/2018","2018-11-21",23,"Wednesday",141.2
"2259","American Airlines","12/14/2018","2018-11-22",22,"Thursday",141.2
"2260","American Airlines","12/14/2018","2018-11-23",21,"Friday",158.2
"2261","American Airlines","12/14/2018","2018-11-24",20,"Saturday",158.2
"2262","American Airlines","12/14/2018","2018-11-25",19,"Sunday",158.2
"2263","American Airlines","12/14/2018","2018-11-26",18,"Monday",158.2
"2264","American Airlines","12/14/2018","2018-11-27",17,"Tuesday",158.2
"2265","American Airlines","12/14/2018","2018-11-28",16,"Wednesday",158.2
"2266","American Airlines","12/14/2018","2018-11-29",15,"Thursday",237.3
"2267","American Airlines","12/14/2018","2018-11-30",14,"Friday",158.2
"2268","American Airlines","12/14/2018","2018-12-01",13,"Saturday",158.2
"3557","Delta","12/14/2018","2018-11-18",26,"Sunday",136.2
"3558","Delta","12/14/2018","2018-11-19",25,"Monday",136.2
"3559","Delta","12/14/2018","2018-11-20",24,"Tuesday",141.2
"3560","Delta","12/14/2018","2018-11-21",23,"Wednesday",136.2
"3561","Delta","12/14/2018","2018-11-22",22,"Thursday",136.2
"3562","Delta","12/14/2018","2018-11-23",21,"Friday",158.2
"3563","Delta","12/14/2018","2018-11-24",20,"Saturday",158.2
"3564","Delta","12/14/2018","2018-11-25",19,"Sunday",158.2
"3565","Delta","12/14/2018","2018-11-26",18,"Monday",158.2
"3566","Delta","12/14/2018","2018-11-27",17,"Tuesday",166.8
"3567","Delta","12/14/2018","2018-11-28",16,"Wednesday",166.8
"3568","Delta","12/14/2018","2018-11-29",15,"Thursday",237.3
"3569","Delta","12/14/2018","2018-11-30",14,"Friday",158.2
"3570","Delta","12/14/2018","2018-12-01",13,"Saturday",158.2
"4836","JetBlue Airways","12/14/2018","2018-11-18",26,"Sunday",136.2
"4837","JetBlue Airways","12/14/2018","2018-11-19",25,"Monday",136.2
"4838","JetBlue Airways","12/14/2018","2018-11-20",24,"Tuesday",136.2
"4839","JetBlue Airways","12/14/2018","2018-11-21",23,"Wednesday",136.2
"4840","JetBlue Airways","12/14/2018","2018-11-22",22,"Thursday",136.2
"4841","JetBlue Airways","12/14/2018","2018-11-23",21,"Friday",158.2
"4842","JetBlue Airways","12/14/2018","2018-11-24",20,"Saturday",158.2
"4843","JetBlue Airways","12/14/2018","2018-11-25",19,"Sunday",158.2
"4844","JetBlue Airways","12/14/2018","2018-11-26",18,"Monday",158.2
"4845","JetBlue Airways","12/14/2018","2018-11-27",17,"Tuesday",158.2
"4846","JetBlue Airways","12/14/2018","2018-11-28",16,"Wednesday",158.2
"4847","JetBlue Airways","12/14/2018","2018-11-29",15,"Thursday",237.3
"4848","JetBlue Airways","12/14/2018","2018-11-30",14,"Friday",173.2
"4849","JetBlue Airways","12/14/2018","2018-12-01",13,"Saturday",158.2
"5681","Spirit Airlines","12/14/2018","2018-12-01",13,"Saturday",138.87
"6220","Sun Country Airlines","12/14/2018","2018-11-18",26,"Sunday",172.81
"6221","Sun Country Airlines","12/14/2018","2018-11-19",25,"Monday",172.81
"6222","Sun Country Airlines","12/14/2018","2018-11-20",24,"Tuesday",172.81
"6223","Sun Country Airlines","12/14/2018","2018-11-30",14,"Friday",182.8
"7485","United","12/14/2018","2018-11-18",26,"Sunday",136.2
"7486","United","12/14/2018","2018-11-19",25,"Monday",136.2
"7487","United","12/14/2018","2018-11-20",24,"Tuesday",141.2
"7488","United","12/14/2018","2018-11-21",23,"Wednesday",136.2
"7489","United","12/14/2018","2018-11-22",22,"Thursday",136.2
"7490","United","12/14/2018","2018-11-23",21,"Friday",158.2
"7491","United","12/14/2018","2018-11-24",20,"Saturday",158.2
"7492","United","12/14/2018","2018-11-25",19,"Sunday",158.2
"7493","United","12/14/2018","2018-11-26",18,"Monday",158.2
"7494","United","12/14/2018","2018-11-27",17,"Tuesday",158.2
"7495","United","12/14/2018","2018-11-28",16,"Wednesday",158.2
"7496","United","12/14/2018","2018-11-29",15,"Thursday",237.3
"7497","United","12/14/2018","2018-11-30",14,"Friday",158.2
"7498","United","12/14/2018","2018-12-01",13,"Saturday",158.2
"963","Alaska Airlines","12/15/2018","2018-11-18",27,"Sunday",356.4
"964","Alaska Airlines","12/15/2018","2018-11-19",26,"Monday",118.2
"965","Alaska Airlines","12/15/2018","2018-11-20",25,"Tuesday",222.3
"966","Alaska Airlines","12/15/2018","2018-11-21",24,"Wednesday",148.2
"967","Alaska Airlines","12/15/2018","2018-11-22",23,"Thursday",118.2
"968","Alaska Airlines","12/15/2018","2018-11-23",22,"Friday",118.2
"969","Alaska Airlines","12/15/2018","2018-11-24",21,"Saturday",236.4
"970","Alaska Airlines","12/15/2018","2018-11-25",20,"Sunday",173.2
"971","Alaska Airlines","12/15/2018","2018-11-26",19,"Monday",173.2
"972","Alaska Airlines","12/15/2018","2018-11-27",18,"Tuesday",173.2
"973","Alaska Airlines","12/15/2018","2018-11-28",17,"Wednesday",173.2
"974","Alaska Airlines","12/15/2018","2018-11-29",16,"Thursday",221.2
"975","Alaska Airlines","12/15/2018","2018-11-30",15,"Friday",176.2
"976","Alaska Airlines","12/15/2018","2018-12-01",14,"Saturday",346.4
"2269","American Airlines","12/15/2018","2018-11-18",27,"Sunday",266.4
"2270","American Airlines","12/15/2018","2018-11-19",26,"Monday",133.2
"2271","American Airlines","12/15/2018","2018-11-20",25,"Tuesday",184.815
"2272","American Airlines","12/15/2018","2018-11-21",24,"Wednesday",118.2
"2273","American Airlines","12/15/2018","2018-11-22",23,"Thursday",118.2
"2274","American Airlines","12/15/2018","2018-11-23",22,"Friday",123.21
"2275","American Airlines","12/15/2018","2018-11-24",21,"Saturday",246.42
"2276","American Airlines","12/15/2018","2018-11-25",20,"Sunday",176.2
"2277","American Airlines","12/15/2018","2018-11-26",19,"Monday",176.2
"2278","American Airlines","12/15/2018","2018-11-27",18,"Tuesday",176.2
"2279","American Airlines","12/15/2018","2018-11-28",17,"Wednesday",176.2
"2280","American Airlines","12/15/2018","2018-11-29",16,"Thursday",176.2
"2281","American Airlines","12/15/2018","2018-11-30",15,"Friday",173.2
"2282","American Airlines","12/15/2018","2018-12-01",14,"Saturday",346.4
"3571","Delta","12/15/2018","2018-11-18",27,"Sunday",392.8
"3572","Delta","12/15/2018","2018-11-19",26,"Monday",158.2
"3573","Delta","12/15/2018","2018-11-20",25,"Tuesday",211.8
"3574","Delta","12/15/2018","2018-11-21",24,"Wednesday",158.2
"3575","Delta","12/15/2018","2018-11-22",23,"Thursday",158.2
"3576","Delta","12/15/2018","2018-11-23",22,"Friday",158.2
"3577","Delta","12/15/2018","2018-11-24",21,"Saturday",316.4
"3578","Delta","12/15/2018","2018-11-25",20,"Sunday",173.2
"3579","Delta","12/15/2018","2018-11-26",19,"Monday",173.2
"3580","Delta","12/15/2018","2018-11-27",18,"Tuesday",198.2
"3581","Delta","12/15/2018","2018-11-28",17,"Wednesday",198.2
"3582","Delta","12/15/2018","2018-11-29",16,"Thursday",226.4
"3583","Delta","12/15/2018","2018-11-30",15,"Friday",198.2
"4850","JetBlue Airways","12/15/2018","2018-11-18",27,"Sunday",296.4
"4851","JetBlue Airways","12/15/2018","2018-11-19",26,"Monday",118.2
"4852","JetBlue Airways","12/15/2018","2018-11-20",25,"Tuesday",222.3
"4853","JetBlue Airways","12/15/2018","2018-11-21",24,"Wednesday",118.2
"4854","JetBlue Airways","12/15/2018","2018-11-22",23,"Thursday",148.2
"4855","JetBlue Airways","12/15/2018","2018-11-23",22,"Friday",148.2
"4856","JetBlue Airways","12/15/2018","2018-11-24",21,"Saturday",296.4
"4857","JetBlue Airways","12/15/2018","2018-11-25",20,"Sunday",173.2
"4858","JetBlue Airways","12/15/2018","2018-11-26",19,"Monday",173.2
"4859","JetBlue Airways","12/15/2018","2018-11-27",18,"Tuesday",173.2
"4860","JetBlue Airways","12/15/2018","2018-11-28",17,"Wednesday",173.2
"4861","JetBlue Airways","12/15/2018","2018-11-29",16,"Thursday",173.2
"4862","JetBlue Airways","12/15/2018","2018-11-30",15,"Friday",168.21
"4863","JetBlue Airways","12/15/2018","2018-12-01",14,"Saturday",346.4
"5682","Spirit Airlines","12/15/2018","2018-11-18",27,"Sunday",355.74
"5683","Spirit Airlines","12/15/2018","2018-11-19",26,"Monday",192.46
"5684","Spirit Airlines","12/15/2018","2018-11-20",25,"Tuesday",287.19
"5685","Spirit Airlines","12/15/2018","2018-11-21",24,"Wednesday",229.87
"5686","Spirit Airlines","12/15/2018","2018-11-22",23,"Thursday",229.87
"5687","Spirit Airlines","12/15/2018","2018-11-23",22,"Friday",229.87
"5688","Spirit Airlines","12/15/2018","2018-11-24",21,"Saturday",459.74
"5689","Spirit Airlines","12/15/2018","2018-11-25",20,"Sunday",178.37
"5690","Spirit Airlines","12/15/2018","2018-11-26",19,"Monday",178.37
"5691","Spirit Airlines","12/15/2018","2018-11-27",18,"Tuesday",186.46
"5692","Spirit Airlines","12/15/2018","2018-11-28",17,"Wednesday",155.88
"5693","Spirit Airlines","12/15/2018","2018-11-29",16,"Thursday",155.88
