"","airline","Date","CurrDate","n_day","wk_day","ch_price"
"6795","United","01/30/2019","2018-11-25",66,"Sunday",384.6
"6796","United","01/30/2019","2018-11-26",65,"Monday",384.6
"6797","United","01/30/2019","2018-11-27",64,"Tuesday",384.6
"6798","United","01/30/2019","2018-11-28",63,"Wednesday",354.6
"6799","United","01/30/2019","2018-11-29",62,"Thursday",304.81
"6800","United","01/30/2019","2018-11-30",61,"Friday",218.1
"6801","United","01/30/2019","2018-12-01",60,"Saturday",256.4
"386","Alaska Airlines","01/31/2019","2018-11-18",74,"Sunday",136.2
"387","Alaska Airlines","01/31/2019","2018-11-19",73,"Monday",136.2
"388","Alaska Airlines","01/31/2019","2018-11-20",72,"Tuesday",204.3
"389","Alaska Airlines","01/31/2019","2018-11-21",71,"Wednesday",204.3
"390","Alaska Airlines","01/31/2019","2018-11-22",70,"Thursday",204.3
"391","Alaska Airlines","01/31/2019","2018-11-23",69,"Friday",136.2
"392","Alaska Airlines","01/31/2019","2018-11-24",68,"Saturday",136.2
"393","Alaska Airlines","01/31/2019","2018-11-25",67,"Sunday",204.3
"394","Alaska Airlines","01/31/2019","2018-11-26",66,"Monday",272.4
"395","Alaska Airlines","01/31/2019","2018-11-27",65,"Tuesday",204.3
"396","Alaska Airlines","01/31/2019","2018-11-28",64,"Wednesday",204.3
"397","Alaska Airlines","01/31/2019","2018-11-29",63,"Thursday",204.3
"398","Alaska Airlines","01/31/2019","2018-11-30",62,"Friday",204.3
"399","Alaska Airlines","01/31/2019","2018-12-01",61,"Saturday",288.8
"1573","American Airlines","01/31/2019","2018-11-18",74,"Sunday",136.2
"1574","American Airlines","01/31/2019","2018-11-19",73,"Monday",136.2
"1575","American Airlines","01/31/2019","2018-11-20",72,"Tuesday",211.8
"1576","American Airlines","01/31/2019","2018-11-21",71,"Wednesday",211.8
"1577","American Airlines","01/31/2019","2018-11-22",70,"Thursday",211.8
"1578","American Airlines","01/31/2019","2018-11-23",69,"Friday",141.2
"1579","American Airlines","01/31/2019","2018-11-24",68,"Saturday",141.2
"1580","American Airlines","01/31/2019","2018-11-25",67,"Sunday",211.8
"1581","American Airlines","01/31/2019","2018-11-26",66,"Monday",282.4
"1582","American Airlines","01/31/2019","2018-11-27",65,"Tuesday",211.8
"1583","American Airlines","01/31/2019","2018-11-28",64,"Wednesday",211.8
"1584","American Airlines","01/31/2019","2018-11-29",63,"Thursday",211.8
"1585","American Airlines","01/31/2019","2018-11-30",62,"Friday",211.8
"1586","American Airlines","01/31/2019","2018-12-01",61,"Saturday",298.8
"2883","Delta","01/31/2019","2018-11-18",74,"Sunday",136.2
"2884","Delta","01/31/2019","2018-11-19",73,"Monday",136.2
"2885","Delta","01/31/2019","2018-11-20",72,"Tuesday",204.3
"2886","Delta","01/31/2019","2018-11-21",71,"Wednesday",204.3
"2887","Delta","01/31/2019","2018-11-22",70,"Thursday",204.3
"2888","Delta","01/31/2019","2018-11-23",69,"Friday",136.2
"2889","Delta","01/31/2019","2018-11-24",68,"Saturday",136.2
"2890","Delta","01/31/2019","2018-11-25",67,"Sunday",204.3
"2891","Delta","01/31/2019","2018-11-26",66,"Monday",272.4
"2892","Delta","01/31/2019","2018-11-27",65,"Tuesday",204.3
"2893","Delta","01/31/2019","2018-11-28",64,"Wednesday",204.3
"2894","Delta","01/31/2019","2018-11-29",63,"Thursday",204.3
"2895","Delta","01/31/2019","2018-11-30",62,"Friday",204.3
"2896","Delta","01/31/2019","2018-12-01",61,"Saturday",291.4
"4185","JetBlue Airways","01/31/2019","2018-11-23",69,"Friday",136.2
"4186","JetBlue Airways","01/31/2019","2018-11-24",68,"Saturday",136.2
"4187","JetBlue Airways","01/31/2019","2018-11-25",67,"Sunday",204.3
"4188","JetBlue Airways","01/31/2019","2018-11-26",66,"Monday",272.4
"4189","JetBlue Airways","01/31/2019","2018-11-27",65,"Tuesday",204.3
"4190","JetBlue Airways","01/31/2019","2018-11-28",64,"Wednesday",204.3
"4191","JetBlue Airways","01/31/2019","2018-12-01",61,"Saturday",281.2
"5341","Spirit Airlines","01/31/2019","2018-12-01",61,"Saturday",276.87
"6001","Sun Country Airlines","01/31/2019","2018-12-01",61,"Saturday",266.39
"6802","United","01/31/2019","2018-11-18",74,"Sunday",136.2
"6803","United","01/31/2019","2018-11-19",73,"Monday",136.2
"6804","United","01/31/2019","2018-11-20",72,"Tuesday",211.8
"6805","United","01/31/2019","2018-11-21",71,"Wednesday",211.8
"6806","United","01/31/2019","2018-11-22",70,"Thursday",204.3
"6807","United","01/31/2019","2018-11-23",69,"Friday",136.2
"6808","United","01/31/2019","2018-11-24",68,"Saturday",136.2
"6809","United","01/31/2019","2018-11-25",67,"Sunday",204.3
"6810","United","01/31/2019","2018-11-26",66,"Monday",272.4
"6811","United","01/31/2019","2018-11-27",65,"Tuesday",204.3
"6812","United","01/31/2019","2018-11-28",64,"Wednesday",204.3
"6813","United","01/31/2019","2018-11-29",63,"Thursday",204.3
"6814","United","01/31/2019","2018-11-30",62,"Friday",204.3
"6815","United","01/31/2019","2018-12-01",61,"Saturday",296.21
"400","Alaska Airlines","02/01/2019","2018-11-19",74,"Monday",288.1
"401","Alaska Airlines","02/01/2019","2018-11-20",73,"Tuesday",415.4
"402","Alaska Airlines","02/01/2019","2018-11-21",72,"Wednesday",136.2
"403","Alaska Airlines","02/01/2019","2018-11-23",70,"Friday",272.4
"404","Alaska Airlines","02/01/2019","2018-11-24",69,"Saturday",576.2
"405","Alaska Airlines","02/01/2019","2018-11-25",68,"Sunday",136.2
"406","Alaska Airlines","02/01/2019","2018-11-26",67,"Monday",136.2
"407","Alaska Airlines","02/01/2019","2018-11-27",66,"Tuesday",136.2
"408","Alaska Airlines","02/01/2019","2018-11-28",65,"Wednesday",272.4
"409","Alaska Airlines","02/01/2019","2018-11-29",64,"Thursday",272.4
"410","Alaska Airlines","02/01/2019","2018-11-30",63,"Friday",272.4
"411","Alaska Airlines","02/01/2019","2018-12-01",62,"Saturday",218.2
"1587","American Airlines","02/01/2019","2018-11-19",74,"Monday",789.1
"1588","American Airlines","02/01/2019","2018-11-20",73,"Tuesday",372.2
"1589","American Airlines","02/01/2019","2018-11-21",72,"Wednesday",141.2
"1590","American Airlines","02/01/2019","2018-11-22",71,"Thursday",158.2
"1591","American Airlines","02/01/2019","2018-11-23",70,"Friday",282.4
"1592","American Airlines","02/01/2019","2018-11-25",68,"Sunday",141.2
"1593","American Airlines","02/01/2019","2018-11-26",67,"Monday",141.2
"1594","American Airlines","02/01/2019","2018-11-27",66,"Tuesday",141.2
"1595","American Airlines","02/01/2019","2018-11-28",65,"Wednesday",282.4
"1596","American Airlines","02/01/2019","2018-11-29",64,"Thursday",282.4
"1597","American Airlines","02/01/2019","2018-11-30",63,"Friday",282.4
"1598","American Airlines","02/01/2019","2018-12-01",62,"Saturday",218.2
"2897","Delta","02/01/2019","2018-11-19",74,"Monday",249.1
"2898","Delta","02/01/2019","2018-11-20",73,"Tuesday",492.2
"2899","Delta","02/01/2019","2018-11-21",72,"Wednesday",196.4
"2900","Delta","02/01/2019","2018-11-22",71,"Thursday",158.2
"2901","Delta","02/01/2019","2018-11-23",70,"Friday",272.4
"2902","Delta","02/01/2019","2018-11-24",69,"Saturday",562.41
"2903","Delta","02/01/2019","2018-11-25",68,"Sunday",136.2
"2904","Delta","02/01/2019","2018-11-26",67,"Monday",136.2
"2905","Delta","02/01/2019","2018-11-27",66,"Tuesday",136.2
"2906","Delta","02/01/2019","2018-11-28",65,"Wednesday",272.4
"2907","Delta","02/01/2019","2018-11-29",64,"Thursday",272.4
"2908","Delta","02/01/2019","2018-11-30",63,"Friday",272.4
"2909","Delta","02/01/2019","2018-12-01",62,"Saturday",218.2
"4192","JetBlue Airways","02/01/2019","2018-11-19",74,"Monday",374.1
"4193","JetBlue Airways","02/01/2019","2018-11-20",73,"Tuesday",390.4
"4194","JetBlue Airways","02/01/2019","2018-11-21",72,"Wednesday",148.2
"4195","JetBlue Airways","02/01/2019","2018-11-22",71,"Thursday",158.2
"4196","JetBlue Airways","02/01/2019","2018-11-23",70,"Friday",272.4
"4197","JetBlue Airways","02/01/2019","2018-11-25",68,"Sunday",136.2
"4198","JetBlue Airways","02/01/2019","2018-11-26",67,"Monday",136.2
"4199","JetBlue Airways","02/01/2019","2018-11-27",66,"Tuesday",136.2
"4200","JetBlue Airways","02/01/2019","2018-11-28",65,"Wednesday",272.4
"4201","JetBlue Airways","02/01/2019","2018-11-29",64,"Thursday",272.4
"4202","JetBlue Airways","02/01/2019","2018-11-30",63,"Friday",272.4
"4203","JetBlue Airways","02/01/2019","2018-12-01",62,"Saturday",218.2
"5342","Spirit Airlines","02/01/2019","2018-11-20",73,"Tuesday",324.87
"5343","Spirit Airlines","02/01/2019","2018-11-21",72,"Wednesday",205.88
"6002","Sun Country Airlines","02/01/2019","2018-11-20",73,"Tuesday",457.29
"6003","Sun Country Airlines","02/01/2019","2018-11-22",71,"Thursday",122.8
"6004","Sun Country Airlines","02/01/2019","2018-12-01",62,"Saturday",190.8
"6816","United","02/01/2019","2018-11-19",74,"Monday",344.1
"6817","United","02/01/2019","2018-11-20",73,"Tuesday",361.2
"6818","United","02/01/2019","2018-11-21",72,"Wednesday",136.2
"6819","United","02/01/2019","2018-11-22",71,"Thursday",158.2
"6820","United","02/01/2019","2018-11-23",70,"Friday",272.4
"6821","United","02/01/2019","2018-11-24",69,"Saturday",548.68
"6822","United","02/01/2019","2018-11-25",68,"Sunday",136.2
"6823","United","02/01/2019","2018-11-26",67,"Monday",136.2
"6824","United","02/01/2019","2018-11-27",66,"Tuesday",136.2
"6825","United","02/01/2019","2018-11-28",65,"Wednesday",272.4
"6826","United","02/01/2019","2018-11-29",64,"Thursday",272.4
"6827","United","02/01/2019","2018-11-30",63,"Friday",272.4
"6828","United","02/01/2019","2018-12-01",62,"Saturday",218.2
"412","Alaska Airlines","02/02/2019","2018-11-19",75,"Monday",118.2
"413","Alaska Airlines","02/02/2019","2018-11-20",74,"Tuesday",191.2
"414","Alaska Airlines","02/02/2019","2018-11-21",73,"Wednesday",128.2
"415","Alaska Airlines","02/02/2019","2018-11-22",72,"Thursday",369.3
"416","Alaska Airlines","02/02/2019","2018-11-23",71,"Friday",128.2
"417","Alaska Airlines","02/02/2019","2018-11-24",70,"Saturday",236.4
"418","Alaska Airlines","02/02/2019","2018-11-25",69,"Sunday",214.705
"419","Alaska Airlines","02/02/2019","2018-11-26",68,"Monday",118.2
"420","Alaska Airlines","02/02/2019","2018-11-29",65,"Thursday",128.2
"421","Alaska Airlines","02/02/2019","2018-11-30",64,"Friday",284.1
"1599","American Airlines","02/02/2019","2018-11-18",76,"Sunday",256.4
"1600","American Airlines","02/02/2019","2018-11-19",75,"Monday",133.2
"1601","American Airlines","02/02/2019","2018-11-20",74,"Tuesday",211.1
"1602","American Airlines","02/02/2019","2018-11-21",73,"Wednesday",128.2
"1603","American Airlines","02/02/2019","2018-11-22",72,"Thursday",367.2
"1604","American Airlines","02/02/2019","2018-11-23",71,"Friday",128.2
"1605","American Airlines","02/02/2019","2018-11-24",70,"Saturday",246.42
"1606","American Airlines","02/02/2019","2018-11-25",69,"Sunday",208.6
"1607","American Airlines","02/02/2019","2018-11-26",68,"Monday",128.2
"1608","American Airlines","02/02/2019","2018-11-27",67,"Tuesday",118.2
"1609","American Airlines","02/02/2019","2018-11-28",66,"Wednesday",118.2
"1610","American Airlines","02/02/2019","2018-11-29",65,"Thursday",128.2
"1611","American Airlines","02/02/2019","2018-11-30",64,"Friday",334.1
"1612","American Airlines","02/02/2019","2018-12-01",63,"Saturday",128.2
"2910","Delta","02/02/2019","2018-11-18",76,"Sunday",256.4
"2911","Delta","02/02/2019","2018-11-19",75,"Monday",158.2
"2912","Delta","02/02/2019","2018-11-20",74,"Tuesday",200.6
"2913","Delta","02/02/2019","2018-11-21",73,"Wednesday",136.8
"2914","Delta","02/02/2019","2018-11-22",72,"Thursday",474.3
"2915","Delta","02/02/2019","2018-11-23",71,"Friday",136.8
"2916","Delta","02/02/2019","2018-11-24",70,"Saturday",316.4
"2917","Delta","02/02/2019","2018-11-25",69,"Sunday",208.1
"2918","Delta","02/02/2019","2018-11-26",68,"Monday",128.2
"2919","Delta","02/02/2019","2018-11-27",67,"Tuesday",128.2
"2920","Delta","02/02/2019","2018-11-28",66,"Wednesday",128.2
"2921","Delta","02/02/2019","2018-11-29",65,"Thursday",136.2
"2922","Delta","02/02/2019","2018-11-30",64,"Friday",257.9
"2923","Delta","02/02/2019","2018-12-01",63,"Saturday",128.2
"4204","JetBlue Airways","02/02/2019","2018-11-18",76,"Sunday",256.4
"4205","JetBlue Airways","02/02/2019","2018-11-19",75,"Monday",118.2
"4206","JetBlue Airways","02/02/2019","2018-11-20",74,"Tuesday",203.75
"4207","JetBlue Airways","02/02/2019","2018-11-21",73,"Wednesday",148.2
"4208","JetBlue Airways","02/02/2019","2018-11-22",72,"Thursday",421.8
"4209","JetBlue Airways","02/02/2019","2018-11-23",71,"Friday",148.2
"4210","JetBlue Airways","02/02/2019","2018-11-24",70,"Saturday",296.4
"4211","JetBlue Airways","02/02/2019","2018-11-25",69,"Sunday",203.75
"4212","JetBlue Airways","02/02/2019","2018-11-26",68,"Monday",128.2
"4213","JetBlue Airways","02/02/2019","2018-11-27",67,"Tuesday",118.2
"4214","JetBlue Airways","02/02/2019","2018-11-28",66,"Wednesday",118.2
"4215","JetBlue Airways","02/02/2019","2018-11-29",65,"Thursday",128.2
"4216","JetBlue Airways","02/02/2019","2018-11-30",64,"Friday",226.75
"4217","JetBlue Airways","02/02/2019","2018-12-01",63,"Saturday",128.2
"5344","Spirit Airlines","02/02/2019","2018-11-18",76,"Sunday",233.54
"5345","Spirit Airlines","02/02/2019","2018-11-19",75,"Monday",192.46
"5346","Spirit Airlines","02/02/2019","2018-11-20",74,"Tuesday",162.435
"5347","Spirit Airlines","02/02/2019","2018-11-21",73,"Wednesday",192.87
"5348","Spirit Airlines","02/02/2019","2018-11-22",72,"Thursday",337.305
"5349","Spirit Airlines","02/02/2019","2018-11-23",71,"Friday",192.87
"5350","Spirit Airlines","02/02/2019","2018-11-24",70,"Saturday",459.74
"5351","Spirit Airlines","02/02/2019","2018-11-25",69,"Sunday",162.435
"5352","Spirit Airlines","02/02/2019","2018-11-26",68,"Monday",123.88
"5353","Spirit Airlines","02/02/2019","2018-11-27",67,"Tuesday",113.77
"5354","Spirit Airlines","02/02/2019","2018-11-28",66,"Wednesday",113.77
"5355","Spirit Airlines","02/02/2019","2018-11-29",65,"Thursday",123.88
"5356","Spirit Airlines","02/02/2019","2018-11-30",64,"Friday",221.23
"5357","Spirit Airlines","02/02/2019","2018-12-01",63,"Saturday",116.77
"6005","Sun Country Airlines","02/02/2019","2018-11-20",74,"Tuesday",220.695
"6006","Sun Country Airlines","02/02/2019","2018-11-25",69,"Sunday",201.695
"6829","United","02/02/2019","2018-11-18",76,"Sunday",256.4
"6830","United","02/02/2019","2018-11-19",75,"Monday",153.2
"6831","United","02/02/2019","2018-11-20",74,"Tuesday",184.9
"6832","United","02/02/2019","2018-11-21",73,"Wednesday",128.2
"6833","United","02/02/2019","2018-11-22",72,"Thursday",372.3
"6834","United","02/02/2019","2018-11-23",71,"Friday",128.2
"6835","United","02/02/2019","2018-11-24",70,"Saturday",253.6
"6836","United","02/02/2019","2018-11-25",69,"Sunday",182.4
"6837","United","02/02/2019","2018-11-26",68,"Monday",128.2
"6838","United","02/02/2019","2018-11-27",67,"Tuesday",118.2
"6839","United","02/02/2019","2018-11-28",66,"Wednesday",118.2
"6840","United","02/02/2019","2018-11-29",65,"Thursday",128.2
"6841","United","02/02/2019","2018-11-30",64,"Friday",265.6
"6842","United","02/02/2019","2018-12-01",63,"Saturday",128.2
"422","Alaska Airlines","02/03/2019","2018-11-18",77,"Sunday",897.3
"423","Alaska Airlines","02/03/2019","2018-11-19",76,"Monday",1434.585
"424","Alaska Airlines","02/03/2019","2018-11-20",75,"Tuesday",246.2
"425","Alaska Airlines","02/03/2019","2018-11-21",74,"Wednesday",439.41
"426","Alaska Airlines","02/03/2019","2018-11-22",73,"Thursday",136.2
"427","Alaska Airlines","02/03/2019","2018-11-24",71,"Saturday",883.4
"428","Alaska Airlines","02/03/2019","2018-11-25",70,"Sunday",639.6
"429","Alaska Airlines","02/03/2019","2018-11-26",69,"Monday",246.2
"430","Alaska Airlines","02/03/2019","2018-11-27",68,"Tuesday",366.8
"431","Alaska Airlines","02/03/2019","2018-11-28",67,"Wednesday",392.41
"432","Alaska Airlines","02/03/2019","2018-11-29",66,"Thursday",248.8
"433","Alaska Airlines","02/03/2019","2018-11-30",65,"Friday",438.8
"434","Alaska Airlines","02/03/2019","2018-12-01",64,"Saturday",288.8
"1613","American Airlines","02/03/2019","2018-11-18",77,"Sunday",1026.3
"1614","American Airlines","02/03/2019","2018-11-19",76,"Monday",834.3
"1615","American Airlines","02/03/2019","2018-11-20",75,"Tuesday",203.2
"1616","American Airlines","02/03/2019","2018-11-21",74,"Wednesday",468.3
"1617","American Airlines","02/03/2019","2018-11-22",73,"Thursday",176.2
"1618","American Airlines","02/03/2019","2018-11-23",72,"Friday",316.2
"1619","American Airlines","02/03/2019","2018-11-24",71,"Saturday",316.2
"1620","American Airlines","02/03/2019","2018-11-25",70,"Sunday",870.6
"1621","American Airlines","02/03/2019","2018-11-26",69,"Monday",198.2
"1622","American Airlines","02/03/2019","2018-11-27",68,"Tuesday",367.2
"1623","American Airlines","02/03/2019","2018-11-28",67,"Wednesday",461.2
"1624","American Airlines","02/03/2019","2018-11-29",66,"Thursday",236.2
"1625","American Airlines","02/03/2019","2018-11-30",65,"Friday",461.2
"1626","American Airlines","02/03/2019","2018-12-01",64,"Saturday",236.2
"2924","Delta","02/03/2019","2018-11-19",76,"Monday",1007.415
"2925","Delta","02/03/2019","2018-11-20",75,"Tuesday",246.2
"2926","Delta","02/03/2019","2018-11-21",74,"Wednesday",404.8
"2927","Delta","02/03/2019","2018-11-22",73,"Thursday",198.2
"2928","Delta","02/03/2019","2018-11-23",72,"Friday",324.8
"2929","Delta","02/03/2019","2018-11-24",71,"Saturday",316.2
"2930","Delta","02/03/2019","2018-11-25",70,"Sunday",888.63
"2931","Delta","02/03/2019","2018-11-26",69,"Monday",218.19
"2932","Delta","02/03/2019","2018-11-27",68,"Tuesday",384.8
"2933","Delta","02/03/2019","2018-11-28",67,"Wednesday",424.8
"2934","Delta","02/03/2019","2018-11-29",66,"Thursday",226.39
"2935","Delta","02/03/2019","2018-11-30",65,"Friday",462.4
"2936","Delta","02/03/2019","2018-12-01",64,"Saturday",226.39
"4218","JetBlue Airways","02/03/2019","2018-11-19",76,"Monday",933.915
"4219","JetBlue Airways","02/03/2019","2018-11-20",75,"Tuesday",210.21
"4220","JetBlue Airways","02/03/2019","2018-11-21",74,"Wednesday",361.5
"4221","JetBlue Airways","02/03/2019","2018-11-22",73,"Thursday",136.2
"4222","JetBlue Airways","02/03/2019","2018-11-23",72,"Friday",550.59
"4223","JetBlue Airways","02/03/2019","2018-11-24",71,"Saturday",622.61
"4224","JetBlue Airways","02/03/2019","2018-11-25",70,"Sunday",564.6
"4225","JetBlue Airways","02/03/2019","2018-11-26",69,"Monday",188.2
"4226","JetBlue Airways","02/03/2019","2018-11-27",68,"Tuesday",361.5
"4227","JetBlue Airways","02/03/2019","2018-11-28",67,"Wednesday",407.5
"4228","JetBlue Airways","02/03/2019","2018-11-29",66,"Thursday",216.82
"4229","JetBlue Airways","02/03/2019","2018-11-30",65,"Friday",407.5
"4230","JetBlue Airways","02/03/2019","2018-12-01",64,"Saturday",252.25
"5358","Spirit Airlines","02/03/2019","2018-11-19",76,"Monday",956.235
"5359","Spirit Airlines","02/03/2019","2018-11-21",74,"Wednesday",494.87
"5360","Spirit Airlines","02/03/2019","2018-11-25",70,"Sunday",617.64
"5361","Spirit Airlines","02/03/2019","2018-11-26",69,"Monday",205.88
"5362","Spirit Airlines","02/03/2019","2018-11-27",68,"Tuesday",296.88
"5363","Spirit Airlines","02/03/2019","2018-11-28",67,"Wednesday",296.88
"5364","Spirit Airlines","02/03/2019","2018-11-29",66,"Thursday",225.87
"5365","Spirit Airlines","02/03/2019","2018-11-30",65,"Friday",449.88
"5366","Spirit Airlines","02/03/2019","2018-12-01",64,"Saturday",225.87
"6007","Sun Country Airlines","02/03/2019","2018-11-19",76,"Monday",886.53
"6008","Sun Country Airlines","02/03/2019","2018-11-21",74,"Wednesday",433.4
"6009","Sun Country Airlines","02/03/2019","2018-11-23",72,"Friday",711.03
"6010","Sun Country Airlines","02/03/2019","2018-11-24",71,"Saturday",634.02
"6011","Sun Country Airlines","02/03/2019","2018-11-26",69,"Monday",208.4
"6012","Sun Country Airlines","02/03/2019","2018-11-27",68,"Tuesday",336.4
"6013","Sun Country Airlines","02/03/2019","2018-11-28",67,"Wednesday",336.4
"6014","Sun Country Airlines","02/03/2019","2018-11-29",66,"Thursday",188.39
"6015","Sun Country Airlines","02/03/2019","2018-12-01",64,"Saturday",188.39
"6843","United","02/03/2019","2018-11-18",77,"Sunday",1330.8
"6844","United","02/03/2019","2018-11-19",76,"Monday",1057.2
"6845","United","02/03/2019","2018-11-20",75,"Tuesday",261.81
"6846","United","02/03/2019","2018-11-21",74,"Wednesday",436.2
"6847","United","02/03/2019","2018-11-22",73,"Thursday",136.2
"6848","United","02/03/2019","2018-11-23",72,"Friday",324.8
"6849","United","02/03/2019","2018-11-24",71,"Saturday",531.2
"6850","United","02/03/2019","2018-11-25",70,"Sunday",675.9
"6851","United","02/03/2019","2018-11-26",69,"Monday",183.2
"6852","United","02/03/2019","2018-11-27",68,"Tuesday",400.3
"6853","United","02/03/2019","2018-11-28",67,"Wednesday",396.2
"6854","United","02/03/2019","2018-11-29",66,"Thursday",183.2
"6855","United","02/03/2019","2018-11-30",65,"Friday",444.8
"6856","United","02/03/2019","2018-12-01",64,"Saturday",221.2
"435","Alaska Airlines","02/04/2019","2018-11-18",78,"Sunday",272.4
"436","Alaska Airlines","02/04/2019","2018-11-19",77,"Monday",534.3
"437","Alaska Airlines","02/04/2019","2018-11-20",76,"Tuesday",221.2
"438","Alaska Airlines","02/04/2019","2018-11-21",75,"Wednesday",296.21
"439","Alaska Airlines","02/04/2019","2018-11-22",74,"Thursday",356.2
"440","Alaska Airlines","02/04/2019","2018-11-23",73,"Friday",136.2
"441","Alaska Airlines","02/04/2019","2018-11-24",72,"Saturday",136.2
"442","Alaska Airlines","02/04/2019","2018-11-25",71,"Sunday",246.2
"443","Alaska Airlines","02/04/2019","2018-11-27",69,"Tuesday",356.2
"444","Alaska Airlines","02/04/2019","2018-11-28",68,"Wednesday",356.2
"445","Alaska Airlines","02/04/2019","2018-11-29",67,"Thursday",136.2
"446","Alaska Airlines","02/04/2019","2018-11-30",66,"Friday",136.2
"1627","American Airlines","02/04/2019","2018-11-18",78,"Sunday",272.4
"1628","American Airlines","02/04/2019","2018-11-19",77,"Monday",451.8
"1629","American Airlines","02/04/2019","2018-11-20",76,"Tuesday",226.2
"1630","American Airlines","02/04/2019","2018-11-21",75,"Wednesday",281.2
"1631","American Airlines","02/04/2019","2018-11-22",74,"Thursday",332.8
"1632","American Airlines","02/04/2019","2018-11-23",73,"Friday",141.2
"1633","American Airlines","02/04/2019","2018-11-24",72,"Saturday",141.2
"1634","American Airlines","02/04/2019","2018-11-25",71,"Sunday",161.2
"1635","American Airlines","02/04/2019","2018-11-26",70,"Monday",158.2
"1636","American Airlines","02/04/2019","2018-11-27",69,"Tuesday",332.8
"1637","American Airlines","02/04/2019","2018-11-28",68,"Wednesday",367.2
"1638","American Airlines","02/04/2019","2018-11-29",67,"Thursday",141.2
"1639","American Airlines","02/04/2019","2018-11-30",66,"Friday",193.2
"2937","Delta","02/04/2019","2018-11-18",78,"Sunday",289.6
"2938","Delta","02/04/2019","2018-11-19",77,"Monday",451.8
"2939","Delta","02/04/2019","2018-11-20",76,"Tuesday",226.2
"2940","Delta","02/04/2019","2018-11-21",75,"Wednesday",281.2
"2941","Delta","02/04/2019","2018-11-22",74,"Thursday",404.8
"2942","Delta","02/04/2019","2018-11-23",73,"Friday",136.2
"2943","Delta","02/04/2019","2018-11-24",72,"Saturday",136.2
"2944","Delta","02/04/2019","2018-11-25",71,"Sunday",266.19
"2945","Delta","02/04/2019","2018-11-26",70,"Monday",158.2
"2946","Delta","02/04/2019","2018-11-27",69,"Tuesday",364.8
"2947","Delta","02/04/2019","2018-11-28",68,"Wednesday",364.8
"2948","Delta","02/04/2019","2018-11-29",67,"Thursday",136.2
"2949","Delta","02/04/2019","2018-11-30",66,"Friday",158.2
"4231","JetBlue Airways","02/04/2019","2018-11-18",78,"Sunday",316.4
"4232","JetBlue Airways","02/04/2019","2018-11-19",77,"Monday",528.66
"4233","JetBlue Airways","02/04/2019","2018-11-20",76,"Tuesday",158.2
"4234","JetBlue Airways","02/04/2019","2018-11-21",75,"Wednesday",316.2
"4235","JetBlue Airways","02/04/2019","2018-11-22",74,"Thursday",281.2
"4236","JetBlue Airways","02/04/2019","2018-11-23",73,"Friday",136.2
"4237","JetBlue Airways","02/04/2019","2018-11-24",72,"Saturday",136.2
"4238","JetBlue Airways","02/04/2019","2018-11-25",71,"Sunday",210.21
"4239","JetBlue Airways","02/04/2019","2018-11-26",70,"Monday",143.59
"4240","JetBlue Airways","02/04/2019","2018-11-27",69,"Tuesday",331.3
"4241","JetBlue Airways","02/04/2019","2018-11-28",68,"Wednesday",331.3
"4242","JetBlue Airways","02/04/2019","2018-11-29",67,"Thursday",136.2
"4243","JetBlue Airways","02/04/2019","2018-11-30",66,"Friday",148.2
"5367","Spirit Airlines","02/04/2019","2018-11-20",76,"Tuesday",208.87
"5368","Spirit Airlines","02/04/2019","2018-11-22",74,"Thursday",304.87
"5369","Spirit Airlines","02/04/2019","2018-11-23",73,"Friday",142.78
"5370","Spirit Airlines","02/04/2019","2018-11-24",72,"Saturday",142.78
"5371","Spirit Airlines","02/04/2019","2018-11-27",69,"Tuesday",204.88
"5372","Spirit Airlines","02/04/2019","2018-11-28",68,"Wednesday",314.86
"5373","Spirit Airlines","02/04/2019","2018-11-29",67,"Thursday",142.78
"5374","Spirit Airlines","02/04/2019","2018-11-30",66,"Friday",185.88
"6016","Sun Country Airlines","02/04/2019","2018-11-19",77,"Monday",575.1
"6017","Sun Country Airlines","02/04/2019","2018-11-25",71,"Sunday",263.8
"6018","Sun Country Airlines","02/04/2019","2018-11-26",70,"Monday",122.8
"6019","Sun Country Airlines","02/04/2019","2018-11-28",68,"Wednesday",364.8
"6020","Sun Country Airlines","02/04/2019","2018-11-30",66,"Friday",157.8
"6857","United","02/04/2019","2018-11-18",78,"Sunday",272.4
"6858","United","02/04/2019","2018-11-19",77,"Monday",541.8
"6859","United","02/04/2019","2018-11-20",76,"Tuesday",226.2
"6860","United","02/04/2019","2018-11-21",75,"Wednesday",289.8
"6861","United","02/04/2019","2018-11-22",74,"Thursday",304.81
"6862","United","02/04/2019","2018-11-23",73,"Friday",136.2
"6863","United","02/04/2019","2018-11-24",72,"Saturday",136.2
"6864","United","02/04/2019","2018-11-25",71,"Sunday",296.21
"6865","United","02/04/2019","2018-11-26",70,"Monday",158.2
"6866","United","02/04/2019","2018-11-27",69,"Tuesday",364.8
"6867","United","02/04/2019","2018-11-28",68,"Wednesday",364.8
"6868","United","02/04/2019","2018-11-29",67,"Thursday",136.2
"6869","United","02/04/2019","2018-11-30",66,"Friday",148.2
"447","Alaska Airlines","02/05/2019","2018-11-18",79,"Sunday",492.4
"448","Alaska Airlines","02/05/2019","2018-11-20",77,"Tuesday",118.2
"449","Alaska Airlines","02/05/2019","2018-11-21",76,"Wednesday",348.81
