"","airline","Date","CurrDate","n_day","wk_day","av_price","select","week","tri_d","tp","y_trans"
"1","Alaska Airlines","01/01/2019","2018-11-18",44,"Sunday",353.12,1,"6",15,"4",2.74104809716999
"2","Alaska Airlines","01/01/2019","2018-11-19",43,"Monday",316.8,1,"6",14,"4",2.65913352092783
"3","Alaska Airlines","01/01/2019","2018-11-22",40,"Thursday",333.3,1,"6",13,"4",2.69801687002705
"4","Alaska Airlines","01/01/2019","2018-11-24",38,"Saturday",351.5525,1,"5",13,"4",2.73777654787552
"5","Alaska Airlines","01/01/2019","2018-11-25",37,"Sunday",356.2,1,"5",12,"4",2.74741471343066
"6","Alaska Airlines","01/01/2019","2018-11-26",36,"Monday",356.2,1,"5",12,"4",2.74741471343066
"7","Alaska Airlines","01/01/2019","2018-11-27",35,"Tuesday",387.4,1,"5",12,"3",2.80771236859223
"8","Alaska Airlines","01/01/2019","2018-11-28",34,"Wednesday",405.87,1,"5",11,"3",2.84025692385842
"9","Alaska Airlines","01/01/2019","2018-11-29",33,"Thursday",391.105,1,"5",11,"3",2.81441271209439
"10","Alaska Airlines","01/01/2019","2018-11-30",32,"Friday",404.558,1,"5",11,"3",2.83801375559275
"11","Alaska Airlines","01/01/2019","2018-12-01",31,"Saturday",401.345,1,"4",10,"3",2.83247750875049
"12","Alaska Airlines","01/02/2019","2018-11-18",45,"Sunday",352.52,1,"6",15,"4",2.73979835688177
"13","Alaska Airlines","01/02/2019","2018-11-19",44,"Monday",352.52,1,"6",15,"4",2.73979835688177
"14","Alaska Airlines","01/02/2019","2018-11-20",43,"Tuesday",346.795,1,"6",14,"4",2.7277139736289
"15","Alaska Airlines","01/02/2019","2018-11-22",41,"Thursday",374.305,1,"6",14,"4",2.78328405888051
"16","Alaska Airlines","01/02/2019","2018-11-23",40,"Friday",374.305,1,"6",13,"4",2.78328405888051
"17","Alaska Airlines","01/02/2019","2018-11-24",39,"Saturday",374.305,1,"6",13,"4",2.78328405888051
"18","Alaska Airlines","01/02/2019","2018-11-27",36,"Tuesday",392.41,1,"5",12,"4",2.81675153082189
"19","Alaska Airlines","01/02/2019","2018-11-28",35,"Wednesday",394.305,1,"5",12,"3",2.82012838688816
"20","Alaska Airlines","01/02/2019","2018-11-29",34,"Thursday",358.8,1,"5",11,"3",2.75272673985821
"21","Alaska Airlines","01/02/2019","2018-12-01",32,"Saturday",358.8,1,"5",11,"3",2.75272673985821
"22","Alaska Airlines","01/03/2019","2018-11-18",46,"Sunday",342.8,1,"7",15,"4",2.71910486759996
"23","Alaska Airlines","01/03/2019","2018-11-19",45,"Monday",322.6,1,"6",15,"4",2.6731488395333
"24","Alaska Airlines","01/03/2019","2018-11-20",44,"Tuesday",322.6,1,"6",15,"4",2.6731488395333
"25","Alaska Airlines","01/03/2019","2018-11-21",43,"Wednesday",361.36,1,"6",14,"4",2.75790247650304
"26","Alaska Airlines","01/03/2019","2018-11-22",42,"Thursday",396.2,1,"6",14,"4",2.82348258954969
"27","Alaska Airlines","01/03/2019","2018-11-23",41,"Friday",362.2,1,"6",14,"4",2.75958915735235
"28","Alaska Airlines","01/03/2019","2018-11-25",39,"Sunday",360.1,1,"6",13,"4",2.75536173865975
"29","Alaska Airlines","01/03/2019","2018-11-26",38,"Monday",360.1,1,"5",13,"4",2.75536173865975
"30","Alaska Airlines","01/03/2019","2018-11-27",37,"Tuesday",359.32,1,"5",12,"4",2.75378240633507
"31","Alaska Airlines","01/03/2019","2018-11-28",36,"Wednesday",360.5,1,"5",12,"4",2.75616972170634
"32","Alaska Airlines","01/03/2019","2018-11-30",34,"Friday",350.466666666667,1,"5",11,"3",2.73549767549459
"33","Alaska Airlines","01/03/2019","2018-12-01",33,"Saturday",295.5,1,"5",11,"3",2.60400482675825
"34","Alaska Airlines","01/04/2019","2018-11-20",45,"Tuesday",246.2,1,"6",15,"4",2.44678849787716
"35","Alaska Airlines","01/04/2019","2018-11-22",43,"Thursday",246.2,1,"6",14,"4",2.44678849787716
"36","Alaska Airlines","01/04/2019","2018-11-23",42,"Friday",246.2,1,"6",14,"4",2.44678849787716
"37","Alaska Airlines","01/04/2019","2018-11-24",41,"Saturday",246.2,1,"6",14,"4",2.44678849787716
"38","Alaska Airlines","01/04/2019","2018-11-25",40,"Sunday",246.2,1,"6",13,"4",2.44678849787716
"39","Alaska Airlines","01/04/2019","2018-11-26",39,"Monday",246.2,1,"6",13,"4",2.44678849787716
"40","Alaska Airlines","01/04/2019","2018-11-27",38,"Tuesday",246.2,1,"5",13,"4",2.44678849787716
"41","Alaska Airlines","01/04/2019","2018-11-28",37,"Wednesday",248.2,1,"5",12,"4",2.45422745083364
"42","Alaska Airlines","01/04/2019","2018-11-30",35,"Friday",302.2,1,"5",12,"3",2.62200978157009
"43","Alaska Airlines","01/04/2019","2018-12-01",34,"Saturday",295.5,1,"5",11,"3",2.60400482675825
"44","Alaska Airlines","01/05/2019","2018-11-19",47,"Monday",213.2,1,"7",16,"4",2.30473048370262
"45","Alaska Airlines","01/05/2019","2018-11-20",46,"Tuesday",213.2,1,"7",15,"4",2.30473048370262
"46","Alaska Airlines","01/05/2019","2018-11-21",45,"Wednesday",164.68,1,"6",15,"4",1.97475572491957
"47","Alaska Airlines","01/05/2019","2018-11-23",43,"Friday",246.2,1,"6",14,"4",2.44678849787716
"48","Alaska Airlines","01/05/2019","2018-11-24",42,"Saturday",246.2,1,"6",14,"4",2.44678849787716
"49","Alaska Airlines","01/05/2019","2018-11-27",39,"Tuesday",357.663333333333,1,"6",13,"4",2.75041137079611
"50","Alaska Airlines","01/05/2019","2018-11-28",38,"Wednesday",358.9475,1,"5",13,"4",2.75302641022979
"51","Alaska Airlines","01/05/2019","2018-11-30",36,"Friday",295.5,1,"5",12,"4",2.60400482675825
"52","Alaska Airlines","01/05/2019","2018-12-01",35,"Saturday",327.133333333333,1,"5",12,"3",2.68383619733529
"53","Alaska Airlines","01/06/2019","2018-11-18",49,"Sunday",236,1,"7",16,"4",2.40702626397502
"54","Alaska Airlines","01/06/2019","2018-11-19",48,"Monday",216,1,"7",16,"4",2.31847975423875
"55","Alaska Airlines","01/06/2019","2018-11-20",47,"Tuesday",216,1,"7",16,"4",2.31847975423875
"56","Alaska Airlines","01/06/2019","2018-11-21",46,"Wednesday",216,1,"7",15,"4",2.31847975423875
"57","Alaska Airlines","01/06/2019","2018-11-22",45,"Thursday",267.5,1,"6",15,"4",2.52084083125079
"58","Alaska Airlines","01/06/2019","2018-11-23",44,"Friday",267.5,1,"6",15,"4",2.52084083125079
"59","Alaska Airlines","01/06/2019","2018-11-24",43,"Saturday",267.5,1,"6",14,"4",2.52084083125079
"60","Alaska Airlines","01/06/2019","2018-11-26",41,"Monday",267.5,1,"6",14,"4",2.52084083125079
"61","Alaska Airlines","01/06/2019","2018-11-28",39,"Wednesday",300.8,1,"6",13,"4",2.61830076228369
"62","Alaska Airlines","01/06/2019","2018-11-29",38,"Thursday",302.5,1,"5",13,"4",2.62280100443802
"63","Alaska Airlines","01/06/2019","2018-11-30",37,"Friday",334.6,1,"5",12,"4",2.70095566137907
"64","Alaska Airlines","01/06/2019","2018-12-01",36,"Saturday",334.6,1,"5",12,"4",2.70095566137907
"65","Alaska Airlines","01/07/2019","2018-11-18",50,"Sunday",201.3075,1,"7",17,"4",2.24171309553987
"66","Alaska Airlines","01/07/2019","2018-11-19",49,"Monday",201.3075,1,"7",16,"4",2.24171309553987
"67","Alaska Airlines","01/07/2019","2018-11-20",48,"Tuesday",136.2,1,"7",16,"4",1.57700862625985
"68","Alaska Airlines","01/07/2019","2018-11-21",47,"Wednesday",171.266666666667,1,"7",16,"4",2.03448488627871
"69","Alaska Airlines","01/07/2019","2018-11-22",46,"Thursday",171.266666666667,1,"7",15,"4",2.03448488627871
"70","Alaska Airlines","01/07/2019","2018-11-24",44,"Saturday",171.266666666667,1,"6",15,"4",2.03448488627871
"71","Alaska Airlines","01/07/2019","2018-11-25",43,"Sunday",171.266666666667,1,"6",14,"4",2.03448488627871
"72","Alaska Airlines","01/07/2019","2018-11-26",42,"Monday",171.266666666667,1,"6",14,"4",2.03448488627871
"73","Alaska Airlines","01/07/2019","2018-11-27",41,"Tuesday",177.505,1,"6",14,"4",2.08515100675531
"74","Alaska Airlines","01/07/2019","2018-11-29",39,"Thursday",178.5,1,"6",13,"4",2.09277772113774
"75","Alaska Airlines","01/07/2019","2018-11-30",38,"Friday",172.5,1,"5",13,"4",2.04491720337211
"76","Alaska Airlines","01/07/2019","2018-12-01",37,"Saturday",178.5,1,"5",12,"4",2.09277772113774
"77","Alaska Airlines","01/08/2019","2018-11-20",49,"Tuesday",128.2,1,"7",16,"4",1.36815683318753
"78","Alaska Airlines","01/08/2019","2018-11-21",48,"Wednesday",128.2,1,"7",16,"4",1.36815683318753
"79","Alaska Airlines","01/08/2019","2018-11-22",47,"Thursday",128.2,1,"7",16,"4",1.36815683318753
"80","Alaska Airlines","01/08/2019","2018-11-23",46,"Friday",128.2,1,"7",15,"4",1.36815683318753
"81","Alaska Airlines","01/08/2019","2018-11-24",45,"Saturday",128.2,1,"6",15,"4",1.36815683318753
"82","Alaska Airlines","01/08/2019","2018-11-25",44,"Sunday",128.2,1,"6",15,"4",1.36815683318753
"83","Alaska Airlines","01/08/2019","2018-11-26",43,"Monday",128.2,1,"6",14,"4",1.36815683318753
"84","Alaska Airlines","01/08/2019","2018-11-27",42,"Tuesday",118.2,1,"6",14,"4",0.845969566972923
"85","Alaska Airlines","01/08/2019","2018-11-28",41,"Wednesday",118.2,1,"6",14,"4",0.845969566972923
"86","Alaska Airlines","01/08/2019","2018-11-29",40,"Thursday",128.2,1,"6",13,"4",1.36815683318753
"87","Alaska Airlines","01/08/2019","2018-11-30",39,"Friday",128.2,1,"6",13,"4",1.36815683318753
"88","Alaska Airlines","01/08/2019","2018-12-01",38,"Saturday",128.2,1,"5",13,"4",1.36815683318753
"89","Alaska Airlines","01/09/2019","2018-11-19",51,"Monday",325.5,1,"7",17,"4",2.68001187799201
"90","Alaska Airlines","01/09/2019","2018-11-21",49,"Wednesday",118.2,1,"7",16,"4",0.845969566972923
"91","Alaska Airlines","01/09/2019","2018-11-22",48,"Thursday",128.2,1,"7",16,"4",1.36815683318753
"92","Alaska Airlines","01/09/2019","2018-11-26",44,"Monday",272.4,1,"6",15,"4",2.53642931863819
"93","Alaska Airlines","01/09/2019","2018-11-28",42,"Wednesday",118.2,1,"6",14,"4",0.845969566972923
"94","Alaska Airlines","01/09/2019","2018-11-29",41,"Thursday",118.2,1,"6",14,"4",0.845969566972923
"95","Alaska Airlines","01/09/2019","2018-11-30",40,"Friday",256.4,1,"6",13,"4",2.48362027422187
"96","Alaska Airlines","01/09/2019","2018-12-01",39,"Saturday",128.2,1,"6",13,"4",1.36815683318753
"97","Alaska Airlines","01/10/2019","2018-11-18",53,"Sunday",221.2,1,"8",18,"4",2.34305240174205
"98","Alaska Airlines","01/10/2019","2018-11-19",52,"Monday",136.2,1,"7",17,"4",1.57700862625985
"99","Alaska Airlines","01/10/2019","2018-11-20",51,"Tuesday",136.2,1,"7",17,"4",1.57700862625985
"100","Alaska Airlines","01/10/2019","2018-11-21",50,"Wednesday",136.2,1,"7",17,"4",1.57700862625985
"101","Alaska Airlines","01/10/2019","2018-11-22",49,"Thursday",136.2,1,"7",16,"4",1.57700862625985
"102","Alaska Airlines","01/10/2019","2018-11-23",48,"Friday",136.2,1,"7",16,"4",1.57700862625985
"103","Alaska Airlines","01/10/2019","2018-11-29",42,"Thursday",136.2,1,"6",14,"4",1.57700862625985
"104","Alaska Airlines","01/10/2019","2018-11-30",41,"Friday",136.2,1,"6",14,"4",1.57700862625985
"105","Alaska Airlines","01/10/2019","2018-12-01",40,"Saturday",136.2,1,"6",13,"4",1.57700862625985
"106","Alaska Airlines","01/11/2019","2018-11-18",54,"Sunday",136.2,1,"8",18,"4",1.57700862625985
"107","Alaska Airlines","01/11/2019","2018-11-19",53,"Monday",136.2,1,"8",18,"4",1.57700862625985
"108","Alaska Airlines","01/11/2019","2018-11-20",52,"Tuesday",136.2,1,"7",17,"4",1.57700862625985
"109","Alaska Airlines","01/11/2019","2018-11-21",51,"Wednesday",193.55,1,"7",17,"4",2.19586470506763
"110","Alaska Airlines","01/11/2019","2018-11-23",49,"Friday",136.2,1,"7",16,"4",1.57700862625985
"111","Alaska Airlines","01/11/2019","2018-11-24",48,"Saturday",136.2,1,"7",16,"4",1.57700862625985
"112","Alaska Airlines","01/11/2019","2018-11-25",47,"Sunday",136.2,1,"7",16,"4",1.57700862625985
"113","Alaska Airlines","01/11/2019","2018-11-27",45,"Tuesday",136.2,1,"6",15,"4",1.57700862625985
"114","Alaska Airlines","01/11/2019","2018-11-29",43,"Thursday",136.2,1,"6",14,"4",1.57700862625985
"115","Alaska Airlines","01/11/2019","2018-11-30",42,"Friday",136.2,1,"6",14,"4",1.57700862625985
"116","Alaska Airlines","01/11/2019","2018-12-01",41,"Saturday",136.2,1,"6",14,"4",1.57700862625985
"117","Alaska Airlines","01/12/2019","2018-11-18",55,"Sunday",128.2,1,"8",18,"4",1.36815683318753
"118","Alaska Airlines","01/12/2019","2018-11-19",54,"Monday",128.2,1,"8",18,"4",1.36815683318753
"119","Alaska Airlines","01/12/2019","2018-11-20",53,"Tuesday",128.2,1,"8",18,"4",1.36815683318753
"120","Alaska Airlines","01/12/2019","2018-11-21",52,"Wednesday",128.2,1,"7",17,"4",1.36815683318753
"121","Alaska Airlines","01/12/2019","2018-11-22",51,"Thursday",128.2,1,"7",17,"4",1.36815683318753
"122","Alaska Airlines","01/12/2019","2018-11-23",50,"Friday",128.2,1,"7",17,"4",1.36815683318753
"123","Alaska Airlines","01/12/2019","2018-11-24",49,"Saturday",128.2,1,"7",16,"4",1.36815683318753
"124","Alaska Airlines","01/12/2019","2018-11-26",47,"Monday",118.2,1,"7",16,"4",0.845969566972923
"125","Alaska Airlines","01/12/2019","2018-11-27",46,"Tuesday",118.2,1,"7",15,"4",0.845969566972923
"126","Alaska Airlines","01/12/2019","2018-11-29",44,"Thursday",128.2,1,"6",15,"4",1.36815683318753
"127","Alaska Airlines","01/12/2019","2018-11-30",43,"Friday",128.2,1,"6",14,"4",1.36815683318753
"128","Alaska Airlines","01/12/2019","2018-12-01",42,"Saturday",128.2,1,"6",14,"4",1.36815683318753
"129","Alaska Airlines","01/13/2019","2018-11-20",54,"Tuesday",275.533333333333,1,"8",18,"4",2.5461486014881
"130","Alaska Airlines","01/13/2019","2018-11-21",53,"Wednesday",439.41,1,"8",18,"4",2.89442932350566
"131","Alaska Airlines","01/13/2019","2018-11-22",52,"Thursday",194.593333333333,1,"7",17,"4",2.20228122575341
"132","Alaska Airlines","01/13/2019","2018-11-24",50,"Saturday",914.4,1,"7",17,"4",3.34332357739
"133","Alaska Airlines","01/13/2019","2018-11-25",49,"Sunday",272.4,1,"7",16,"4",2.53642931863819
"134","Alaska Airlines","01/13/2019","2018-11-26",48,"Monday",272.4,1,"7",16,"4",2.53642931863819
"135","Alaska Airlines","01/13/2019","2018-11-27",47,"Tuesday",272.4,1,"7",16,"4",2.53642931863819
"136","Alaska Airlines","01/13/2019","2018-11-28",46,"Wednesday",441.105,1,"7",15,"4",2.89701721431661
"137","Alaska Airlines","01/13/2019","2018-11-29",45,"Thursday",136.2,1,"6",15,"4",1.57700862625985
"138","Alaska Airlines","01/13/2019","2018-11-30",44,"Friday",136.2,1,"6",15,"4",1.57700862625985
"139","Alaska Airlines","01/13/2019","2018-12-01",43,"Saturday",272.4,1,"6",14,"4",2.53642931863819
"140","Alaska Airlines","01/14/2019","2018-11-18",57,"Sunday",325,1,"8",19,"5",2.67883529612377
"141","Alaska Airlines","01/14/2019","2018-11-20",55,"Tuesday",442.4,1,"8",18,"4",2.89898540665539
"142","Alaska Airlines","01/14/2019","2018-11-21",54,"Wednesday",296.21,1,"8",18,"4",2.60594381927482
"143","Alaska Airlines","01/14/2019","2018-11-22",53,"Thursday",378.555,1,"8",18,"4",2.79134385563907
"144","Alaska Airlines","01/14/2019","2018-11-25",50,"Sunday",136.2,1,"7",17,"4",1.57700862625985
"145","Alaska Airlines","01/14/2019","2018-11-26",49,"Monday",136.2,1,"7",16,"4",1.57700862625985
"146","Alaska Airlines","01/14/2019","2018-11-27",48,"Tuesday",136.2,1,"7",16,"4",1.57700862625985
"147","Alaska Airlines","01/14/2019","2018-11-28",47,"Wednesday",382.0575,1,"7",16,"4",2.79788979105227
"148","Alaska Airlines","01/14/2019","2018-11-29",46,"Thursday",136.2,1,"7",15,"4",1.57700862625985
"149","Alaska Airlines","01/14/2019","2018-11-30",45,"Friday",136.2,1,"6",15,"4",1.57700862625985
"150","Alaska Airlines","01/14/2019","2018-12-01",44,"Saturday",136.2,1,"6",15,"4",1.57700862625985
"151","Alaska Airlines","01/15/2019","2018-11-19",57,"Monday",256.4,1,"8",19,"5",2.48362027422187
"152","Alaska Airlines","01/15/2019","2018-11-20",56,"Tuesday",128.2,1,"8",19,"5",1.36815683318753
"153","Alaska Airlines","01/15/2019","2018-11-21",55,"Wednesday",128.2,1,"8",18,"4",1.36815683318753
"154","Alaska Airlines","01/15/2019","2018-11-22",54,"Thursday",118.2,1,"8",18,"4",0.845969566972923
"155","Alaska Airlines","01/15/2019","2018-11-23",53,"Friday",118.2,1,"8",18,"4",0.845969566972923
"156","Alaska Airlines","01/15/2019","2018-11-24",52,"Saturday",118.2,1,"7",17,"4",0.845969566972923
"157","Alaska Airlines","01/15/2019","2018-11-26",50,"Monday",118.2,1,"7",17,"4",0.845969566972923
"158","Alaska Airlines","01/15/2019","2018-11-29",47,"Thursday",128.2,1,"7",16,"4",1.36815683318753
"159","Alaska Airlines","01/15/2019","2018-11-30",46,"Friday",128.2,1,"7",15,"4",1.36815683318753
"160","Alaska Airlines","01/15/2019","2018-12-01",45,"Saturday",128.2,1,"6",15,"4",1.36815683318753
"161","Alaska Airlines","01/16/2019","2018-11-18",59,"Sunday",128.2,1,"8",20,"5",1.36815683318753
"162","Alaska Airlines","01/16/2019","2018-11-19",58,"Monday",128.2,1,"8",19,"5",1.36815683318753
"163","Alaska Airlines","01/16/2019","2018-11-20",57,"Tuesday",128.2,1,"8",19,"5",1.36815683318753
"164","Alaska Airlines","01/16/2019","2018-11-21",56,"Wednesday",128.2,1,"8",19,"5",1.36815683318753
"165","Alaska Airlines","01/16/2019","2018-11-22",55,"Thursday",118.2,1,"8",18,"4",0.845969566972923
"166","Alaska Airlines","01/16/2019","2018-11-24",53,"Saturday",256.4,1,"8",18,"4",2.48362027422187
"167","Alaska Airlines","01/16/2019","2018-11-25",52,"Sunday",256.4,1,"7",17,"4",2.48362027422187
"168","Alaska Airlines","01/16/2019","2018-11-26",51,"Monday",256.4,1,"7",17,"4",2.48362027422187
"169","Alaska Airlines","01/16/2019","2018-11-28",49,"Wednesday",118.2,1,"7",16,"4",0.845969566972923
"170","Alaska Airlines","01/16/2019","2018-11-29",48,"Thursday",118.2,1,"7",16,"4",0.845969566972923
"171","Alaska Airlines","01/16/2019","2018-11-30",47,"Friday",118.2,1,"7",16,"4",0.845969566972923
"172","Alaska Airlines","01/16/2019","2018-12-01",46,"Saturday",128.2,1,"7",15,"4",1.36815683318753
"173","Alaska Airlines","01/17/2019","2018-11-18",60,"Sunday",221.2,1,"9",20,"5",2.34305240174205
"174","Alaska Airlines","01/17/2019","2018-11-19",59,"Monday",136.2,1,"8",20,"5",1.57700862625985
"175","Alaska Airlines","01/17/2019","2018-11-20",58,"Tuesday",136.2,1,"8",19,"5",1.57700862625985
"176","Alaska Airlines","01/17/2019","2018-11-21",57,"Wednesday",136.2,1,"8",19,"5",1.57700862625985
"177","Alaska Airlines","01/17/2019","2018-11-22",56,"Thursday",136.2,1,"8",19,"5",1.57700862625985
"178","Alaska Airlines","01/17/2019","2018-11-23",55,"Friday",136.2,1,"8",18,"4",1.57700862625985
"179","Alaska Airlines","01/17/2019","2018-11-27",51,"Tuesday",136.2,1,"7",17,"4",1.57700862625985
"180","Alaska Airlines","01/17/2019","2018-11-28",50,"Wednesday",136.2,1,"7",17,"4",1.57700862625985
"181","Alaska Airlines","01/17/2019","2018-11-29",49,"Thursday",136.2,1,"7",16,"4",1.57700862625985
"182","Alaska Airlines","01/17/2019","2018-11-30",48,"Friday",136.2,1,"7",16,"4",1.57700862625985
"183","Alaska Airlines","01/18/2019","2018-11-18",61,"Sunday",136.2,1,"9",20,"5",1.57700862625985
"184","Alaska Airlines","01/18/2019","2018-11-21",58,"Wednesday",136.2,1,"8",19,"5",1.57700862625985
"185","Alaska Airlines","01/18/2019","2018-11-22",57,"Thursday",136.2,1,"8",19,"5",1.57700862625985
"186","Alaska Airlines","01/18/2019","2018-11-23",56,"Friday",136.2,1,"8",19,"5",1.57700862625985
"187","Alaska Airlines","01/18/2019","2018-11-25",54,"Sunday",136.2,1,"8",18,"4",1.57700862625985
"188","Alaska Airlines","01/18/2019","2018-11-27",52,"Tuesday",136.2,1,"7",17,"4",1.57700862625985
"189","Alaska Airlines","01/18/2019","2018-11-28",51,"Wednesday",136.2,1,"7",17,"4",1.57700862625985
"190","Alaska Airlines","01/18/2019","2018-11-29",50,"Thursday",272.4,1,"7",17,"4",2.53642931863819
"191","Alaska Airlines","01/18/2019","2018-11-30",49,"Friday",136.2,1,"7",16,"4",1.57700862625985
"192","Alaska Airlines","01/18/2019","2018-12-01",48,"Saturday",136.2,1,"7",16,"4",1.57700862625985
"193","Alaska Airlines","01/19/2019","2018-11-18",62,"Sunday",128.2,1,"9",21,"5",1.36815683318753
"194","Alaska Airlines","01/19/2019","2018-11-19",61,"Monday",128.2,1,"9",20,"5",1.36815683318753
"195","Alaska Airlines","01/19/2019","2018-11-20",60,"Tuesday",128.2,1,"9",20,"5",1.36815683318753
"196","Alaska Airlines","01/19/2019","2018-11-21",59,"Wednesday",128.2,1,"8",20,"5",1.36815683318753
"197","Alaska Airlines","01/19/2019","2018-11-25",55,"Sunday",118.2,1,"8",18,"4",0.845969566972923
"198","Alaska Airlines","01/19/2019","2018-11-26",54,"Monday",118.2,1,"8",18,"4",0.845969566972923
"199","Alaska Airlines","01/19/2019","2018-11-27",53,"Tuesday",118.2,1,"8",18,"4",0.845969566972923
"200","Alaska Airlines","01/19/2019","2018-11-28",52,"Wednesday",118.2,1,"7",17,"4",0.845969566972923
"201","Alaska Airlines","01/19/2019","2018-11-29",51,"Thursday",128.2,1,"7",17,"4",1.36815683318753
"202","Alaska Airlines","01/19/2019","2018-11-30",50,"Friday",128.2,1,"7",17,"4",1.36815683318753
"203","Alaska Airlines","01/19/2019","2018-12-01",49,"Saturday",128.2,1,"7",16,"4",1.36815683318753
"204","Alaska Airlines","01/20/2019","2018-11-20",61,"Tuesday",275.533333333333,1,"9",20,"5",2.5461486014881
"205","Alaska Airlines","01/20/2019","2018-11-21",60,"Wednesday",439.41,1,"9",20,"5",2.89442932350566
"206","Alaska Airlines","01/20/2019","2018-11-22",59,"Thursday",136.2,1,"8",20,"5",1.57700862625985
"207","Alaska Airlines","01/20/2019","2018-11-23",58,"Friday",136.2,1,"8",19,"5",1.57700862625985
"208","Alaska Airlines","01/20/2019","2018-11-24",57,"Saturday",914.4,1,"8",19,"5",3.34332357739
"209","Alaska Airlines","01/20/2019","2018-11-25",56,"Sunday",648.015,1,"8",19,"5",3.14136229299846
"210","Alaska Airlines","01/20/2019","2018-11-26",55,"Monday",267.5,1,"8",18,"4",2.52084083125079
"211","Alaska Airlines","01/20/2019","2018-11-27",54,"Tuesday",405.603333333333,1,"8",18,"4",2.83980180947952
"212","Alaska Airlines","01/20/2019","2018-11-28",53,"Wednesday",136.2,1,"8",18,"4",1.57700862625985
"213","Alaska Airlines","01/20/2019","2018-11-29",52,"Thursday",272.4,1,"7",17,"4",2.53642931863819
"214","Alaska Airlines","01/20/2019","2018-11-30",51,"Friday",464.466666666667,1,"7",17,"4",2.9313845308302
"215","Alaska Airlines","01/20/2019","2018-12-01",50,"Saturday",334.6,1,"7",17,"4",2.70095566137907
"216","Alaska Airlines","01/21/2019","2018-11-23",59,"Friday",136.2,1,"8",20,"5",1.57700862625985
"217","Alaska Airlines","01/21/2019","2018-11-24",58,"Saturday",136.2,1,"8",19,"5",1.57700862625985
"218","Alaska Airlines","01/21/2019","2018-11-27",55,"Tuesday",136.2,1,"8",18,"4",1.57700862625985
"219","Alaska Airlines","01/21/2019","2018-11-28",54,"Wednesday",171.266666666667,1,"8",18,"4",2.03448488627871
"220","Alaska Airlines","01/21/2019","2018-11-29",53,"Thursday",171.266666666667,1,"8",18,"4",2.03448488627871
"221","Alaska Airlines","01/21/2019","2018-11-30",52,"Friday",171.266666666667,1,"7",17,"4",2.03448488627871
"222","Alaska Airlines","01/21/2019","2018-12-01",51,"Saturday",171.266666666667,1,"7",17,"4",2.03448488627871
"223","Alaska Airlines","01/22/2019","2018-11-18",65,"Sunday",492.4,1,"9",22,"5",2.96959854708575
"224","Alaska Airlines","01/22/2019","2018-11-20",63,"Tuesday",118.2,1,"9",21,"5",0.845969566972923
"225","Alaska Airlines","01/22/2019","2018-11-21",62,"Wednesday",386.273333333333,1,"9",21,"5",2.8056569047391
"226","Alaska Airlines","01/22/2019","2018-11-23",60,"Friday",136.2,1,"9",20,"5",1.57700862625985
"227","Alaska Airlines","01/22/2019","2018-11-26",57,"Monday",236.4,1,"8",19,"5",2.40864661700942
"228","Alaska Airlines","01/22/2019","2018-11-27",56,"Tuesday",236.4,1,"8",19,"5",2.40864661700942
"229","Alaska Airlines","01/22/2019","2018-11-28",55,"Wednesday",236.4,1,"8",18,"4",2.40864661700942
"230","Alaska Airlines","01/22/2019","2018-11-30",53,"Friday",128.2,1,"8",18,"4",1.36815683318753
"231","Alaska Airlines","01/22/2019","2018-12-01",52,"Saturday",128.2,1,"7",17,"4",1.36815683318753
"232","Alaska Airlines","01/23/2019","2018-11-21",63,"Wednesday",118.2,1,"9",21,"5",0.845969566972923
"233","Alaska Airlines","01/23/2019","2018-11-25",59,"Sunday",118.2,1,"8",20,"5",0.845969566972923
"234","Alaska Airlines","01/23/2019","2018-11-26",58,"Monday",118.2,1,"8",19,"5",0.845969566972923
"235","Alaska Airlines","01/23/2019","2018-11-27",57,"Tuesday",118.2,1,"8",19,"5",0.845969566972923
"236","Alaska Airlines","01/23/2019","2018-11-29",55,"Thursday",118.2,1,"8",18,"4",0.845969566972923
"237","Alaska Airlines","01/23/2019","2018-11-30",54,"Friday",118.2,1,"8",18,"4",0.845969566972923
"238","Alaska Airlines","01/23/2019","2018-12-01",53,"Saturday",128.2,1,"8",18,"4",1.36815683318753
"239","Alaska Airlines","01/24/2019","2018-11-18",67,"Sunday",272.4,1,"10",22,"5",2.53642931863819
"240","Alaska Airlines","01/24/2019","2018-11-19",66,"Monday",221.2,1,"9",22,"5",2.34305240174205
"241","Alaska Airlines","01/24/2019","2018-11-20",65,"Tuesday",272.4,1,"9",22,"5",2.53642931863819
"242","Alaska Airlines","01/24/2019","2018-11-23",62,"Friday",136.2,1,"9",21,"5",1.57700862625985
"243","Alaska Airlines","01/24/2019","2018-11-25",60,"Sunday",272.4,1,"9",20,"5",2.53642931863819
"244","Alaska Airlines","01/24/2019","2018-11-26",59,"Monday",272.4,1,"8",20,"5",2.53642931863819
"245","Alaska Airlines","01/24/2019","2018-11-27",58,"Tuesday",272.4,1,"8",19,"5",2.53642931863819
"246","Alaska Airlines","01/24/2019","2018-11-28",57,"Wednesday",136.2,1,"8",19,"5",1.57700862625985
"247","Alaska Airlines","01/24/2019","2018-11-29",56,"Thursday",136.2,1,"8",19,"5",1.57700862625985
"248","Alaska Airlines","01/24/2019","2018-11-30",55,"Friday",136.2,1,"8",18,"4",1.57700862625985
