"","airline","Date","CurrDate","n_day","wk_day","av_price","select"
"1","Alaska Airlines","01/01/2019","2018-11-18",44,"Sunday",290.2,1
"2","Alaska Airlines","01/01/2019","2018-11-19",43,"Monday",293.4,1
"3","Alaska Airlines","01/01/2019","2018-11-20",42,"Tuesday",517.6,1
"4","Alaska Airlines","01/01/2019","2018-11-21",41,"Wednesday",617.6,1
"5","Alaska Airlines","01/01/2019","2018-11-22",40,"Thursday",308.8,1
"6","Alaska Airlines","01/01/2019","2018-11-23",39,"Friday",617.6,1
"7","Alaska Airlines","01/01/2019","2018-11-24",38,"Saturday",308.8,1
"8","Alaska Airlines","01/01/2019","2018-11-25",37,"Sunday",356.2,1
"9","Alaska Airlines","01/01/2019","2018-11-26",36,"Monday",356.2,1
"10","Alaska Airlines","01/01/2019","2018-11-27",35,"Tuesday",359.4,1
"11","Alaska Airlines","01/01/2019","2018-11-28",34,"Wednesday",392.41,1
"12","Alaska Airlines","01/01/2019","2018-11-29",33,"Thursday",388.81,1
"13","Alaska Airlines","01/01/2019","2018-11-30",32,"Friday",397.39,1
"14","Alaska Airlines","01/01/2019","2018-12-01",31,"Saturday",397.39,1
"15","Alaska Airlines","01/02/2019","2018-11-18",45,"Sunday",290.2,1
"16","Alaska Airlines","01/02/2019","2018-11-19",44,"Monday",290.2,1
"17","Alaska Airlines","01/02/2019","2018-11-20",43,"Tuesday",290.2,1
"18","Alaska Airlines","01/02/2019","2018-11-21",42,"Wednesday",712.4,1
"19","Alaska Airlines","01/02/2019","2018-11-22",41,"Thursday",356.2,1
"20","Alaska Airlines","01/02/2019","2018-11-23",40,"Friday",356.2,1
"21","Alaska Airlines","01/02/2019","2018-11-24",39,"Saturday",356.2,1
"22","Alaska Airlines","01/02/2019","2018-11-27",36,"Tuesday",392.41,1
"23","Alaska Airlines","01/02/2019","2018-11-28",35,"Wednesday",392.41,1
"24","Alaska Airlines","01/02/2019","2018-11-29",34,"Thursday",358.8,1
"25","Alaska Airlines","01/02/2019","2018-11-30",33,"Friday",717.6,1
"26","Alaska Airlines","01/02/2019","2018-12-01",32,"Saturday",358.8,1
"27","Alaska Airlines","01/03/2019","2018-11-18",46,"Sunday",290.2,1
"28","Alaska Airlines","01/03/2019","2018-11-19",45,"Monday",246.2,1
"29","Alaska Airlines","01/03/2019","2018-11-20",44,"Tuesday",246.2,1
"30","Alaska Airlines","01/03/2019","2018-11-21",43,"Wednesday",359.4,1
"31","Alaska Airlines","01/03/2019","2018-11-22",42,"Thursday",396.2,1
"32","Alaska Airlines","01/03/2019","2018-11-23",41,"Friday",359.4,1
"33","Alaska Airlines","01/03/2019","2018-11-25",39,"Sunday",359.4,1
"34","Alaska Airlines","01/03/2019","2018-11-26",38,"Monday",359.4,1
"35","Alaska Airlines","01/03/2019","2018-11-27",37,"Tuesday",356.2,1
"36","Alaska Airlines","01/03/2019","2018-11-28",36,"Wednesday",356.2,1
"37","Alaska Airlines","01/03/2019","2018-11-29",35,"Thursday",658.8,1
"38","Alaska Airlines","01/03/2019","2018-11-30",34,"Friday",336.4,1
"39","Alaska Airlines","01/03/2019","2018-12-01",33,"Saturday",288.8,1
"40","Alaska Airlines","01/04/2019","2018-11-18",47,"Sunday",492.4,1
"41","Alaska Airlines","01/04/2019","2018-11-19",46,"Monday",492.4,1
"42","Alaska Airlines","01/04/2019","2018-11-20",45,"Tuesday",246.2,1
"43","Alaska Airlines","01/04/2019","2018-11-21",44,"Wednesday",492.4,1
"44","Alaska Airlines","01/04/2019","2018-11-22",43,"Thursday",246.2,1
"45","Alaska Airlines","01/04/2019","2018-11-23",42,"Friday",246.2,1
"46","Alaska Airlines","01/04/2019","2018-11-24",41,"Saturday",246.2,1
"47","Alaska Airlines","01/04/2019","2018-11-25",40,"Sunday",246.2,1
"48","Alaska Airlines","01/04/2019","2018-11-26",39,"Monday",246.2,1
"49","Alaska Airlines","01/04/2019","2018-11-27",38,"Tuesday",246.2,1
"50","Alaska Airlines","01/04/2019","2018-11-28",37,"Wednesday",248.2,1
"51","Alaska Airlines","01/04/2019","2018-11-29",36,"Thursday",497.6,1
"52","Alaska Airlines","01/04/2019","2018-11-30",35,"Friday",302.2,1
"53","Alaska Airlines","01/04/2019","2018-12-01",34,"Saturday",288.8,1
"54","Alaska Airlines","01/05/2019","2018-11-18",48,"Sunday",426.4,1
"55","Alaska Airlines","01/05/2019","2018-11-19",47,"Monday",213.2,1
"56","Alaska Airlines","01/05/2019","2018-11-20",46,"Tuesday",213.2,1
"57","Alaska Airlines","01/05/2019","2018-11-21",45,"Wednesday",128.2,1
"58","Alaska Airlines","01/05/2019","2018-11-22",44,"Thursday",738.6,1
"59","Alaska Airlines","01/05/2019","2018-11-23",43,"Friday",246.2,1
"60","Alaska Airlines","01/05/2019","2018-11-24",42,"Saturday",246.2,1
"61","Alaska Airlines","01/05/2019","2018-11-25",41,"Sunday",492.4,1
"62","Alaska Airlines","01/05/2019","2018-11-26",40,"Monday",492.4,1
"63","Alaska Airlines","01/05/2019","2018-11-27",39,"Tuesday",356.2,1
"64","Alaska Airlines","01/05/2019","2018-11-28",38,"Wednesday",356.2,1
"65","Alaska Airlines","01/05/2019","2018-11-29",37,"Thursday",577.6,1
"66","Alaska Airlines","01/05/2019","2018-11-30",36,"Friday",288.8,1
"67","Alaska Airlines","01/05/2019","2018-12-01",35,"Saturday",288.8,1
"68","Alaska Airlines","01/06/2019","2018-11-18",49,"Sunday",183.2,1
"69","Alaska Airlines","01/06/2019","2018-11-19",48,"Monday",183.2,1
"70","Alaska Airlines","01/06/2019","2018-11-20",47,"Tuesday",183.2,1
"71","Alaska Airlines","01/06/2019","2018-11-21",46,"Wednesday",183.2,1
"72","Alaska Airlines","01/06/2019","2018-11-22",45,"Thursday",246.2,1
"73","Alaska Airlines","01/06/2019","2018-11-23",44,"Friday",246.2,1
"74","Alaska Airlines","01/06/2019","2018-11-24",43,"Saturday",246.2,1
"75","Alaska Airlines","01/06/2019","2018-11-25",42,"Sunday",492.4,1
"76","Alaska Airlines","01/06/2019","2018-11-26",41,"Monday",246.2,1
"77","Alaska Airlines","01/06/2019","2018-11-27",40,"Tuesday",492.4,1
"78","Alaska Airlines","01/06/2019","2018-11-28",39,"Wednesday",248.2,1
"79","Alaska Airlines","01/06/2019","2018-11-29",38,"Thursday",248.8,1
"80","Alaska Airlines","01/06/2019","2018-11-30",37,"Friday",288.8,1
"81","Alaska Airlines","01/06/2019","2018-12-01",36,"Saturday",288.8,1
"82","Alaska Airlines","01/07/2019","2018-11-18",50,"Sunday",148.2,1
"83","Alaska Airlines","01/07/2019","2018-11-19",49,"Monday",148.2,1
"84","Alaska Airlines","01/07/2019","2018-11-20",48,"Tuesday",136.2,1
"85","Alaska Airlines","01/07/2019","2018-11-21",47,"Wednesday",136.2,1
"86","Alaska Airlines","01/07/2019","2018-11-22",46,"Thursday",136.2,1
"87","Alaska Airlines","01/07/2019","2018-11-23",45,"Friday",831.2,1
"88","Alaska Airlines","01/07/2019","2018-11-24",44,"Saturday",136.2,1
"89","Alaska Airlines","01/07/2019","2018-11-25",43,"Sunday",136.2,1
"90","Alaska Airlines","01/07/2019","2018-11-26",42,"Monday",136.2,1
"91","Alaska Airlines","01/07/2019","2018-11-27",41,"Tuesday",136.2,1
"92","Alaska Airlines","01/07/2019","2018-11-28",40,"Wednesday",296.4,1
"93","Alaska Airlines","01/07/2019","2018-11-29",39,"Thursday",148.2,1
"94","Alaska Airlines","01/07/2019","2018-11-30",38,"Friday",136.2,1
"95","Alaska Airlines","01/07/2019","2018-12-01",37,"Saturday",148.2,1
"96","Alaska Airlines","01/08/2019","2018-11-18",51,"Sunday",1152.4,1
"97","Alaska Airlines","01/08/2019","2018-11-19",50,"Monday",1152.4,1
"98","Alaska Airlines","01/08/2019","2018-11-20",49,"Tuesday",128.2,1
"99","Alaska Airlines","01/08/2019","2018-11-21",48,"Wednesday",128.2,1
"100","Alaska Airlines","01/08/2019","2018-11-22",47,"Thursday",128.2,1
"101","Alaska Airlines","01/08/2019","2018-11-23",46,"Friday",128.2,1
"102","Alaska Airlines","01/08/2019","2018-11-24",45,"Saturday",128.2,1
"103","Alaska Airlines","01/08/2019","2018-11-25",44,"Sunday",128.2,1
"104","Alaska Airlines","01/08/2019","2018-11-26",43,"Monday",128.2,1
"105","Alaska Airlines","01/08/2019","2018-11-27",42,"Tuesday",118.2,1
"106","Alaska Airlines","01/08/2019","2018-11-28",41,"Wednesday",118.2,1
"107","Alaska Airlines","01/08/2019","2018-11-29",40,"Thursday",128.2,1
"108","Alaska Airlines","01/08/2019","2018-11-30",39,"Friday",128.2,1
"109","Alaska Airlines","01/08/2019","2018-12-01",38,"Saturday",128.2,1
"110","Alaska Airlines","01/09/2019","2018-11-18",52,"Sunday",721.6,1
"111","Alaska Airlines","01/09/2019","2018-11-19",51,"Monday",290.2,1
"112","Alaska Airlines","01/09/2019","2018-11-20",50,"Tuesday",356.2,1
"113","Alaska Airlines","01/09/2019","2018-11-21",49,"Wednesday",118.2,1
"114","Alaska Airlines","01/09/2019","2018-11-22",48,"Thursday",128.2,1
"115","Alaska Airlines","01/09/2019","2018-11-26",44,"Monday",272.4,1
"116","Alaska Airlines","01/09/2019","2018-11-28",42,"Wednesday",118.2,1
"117","Alaska Airlines","01/09/2019","2018-11-29",41,"Thursday",118.2,1
"118","Alaska Airlines","01/09/2019","2018-11-30",40,"Friday",256.4,1
"119","Alaska Airlines","01/09/2019","2018-12-01",39,"Saturday",128.2,1
"120","Alaska Airlines","01/10/2019","2018-11-18",53,"Sunday",221.2,1
"121","Alaska Airlines","01/10/2019","2018-11-19",52,"Monday",136.2,1
"122","Alaska Airlines","01/10/2019","2018-11-20",51,"Tuesday",136.2,1
"123","Alaska Airlines","01/10/2019","2018-11-21",50,"Wednesday",136.2,1
"124","Alaska Airlines","01/10/2019","2018-11-22",49,"Thursday",136.2,1
"125","Alaska Airlines","01/10/2019","2018-11-23",48,"Friday",136.2,1
"126","Alaska Airlines","01/10/2019","2018-11-24",47,"Saturday",429.41,1
"127","Alaska Airlines","01/10/2019","2018-11-25",46,"Sunday",272.4,1
"128","Alaska Airlines","01/10/2019","2018-11-27",44,"Tuesday",408.6,1
"129","Alaska Airlines","01/10/2019","2018-11-29",42,"Thursday",136.2,1
"130","Alaska Airlines","01/10/2019","2018-11-30",41,"Friday",136.2,1
"131","Alaska Airlines","01/10/2019","2018-12-01",40,"Saturday",136.2,1
"132","Alaska Airlines","01/11/2019","2018-11-18",54,"Sunday",136.2,1
"133","Alaska Airlines","01/11/2019","2018-11-19",53,"Monday",136.2,1
"134","Alaska Airlines","01/11/2019","2018-11-20",52,"Tuesday",136.2,1
"135","Alaska Airlines","01/11/2019","2018-11-21",51,"Wednesday",136.2,1
"136","Alaska Airlines","01/11/2019","2018-11-23",49,"Friday",136.2,1
"137","Alaska Airlines","01/11/2019","2018-11-24",48,"Saturday",136.2,1
"138","Alaska Airlines","01/11/2019","2018-11-25",47,"Sunday",136.2,1
"139","Alaska Airlines","01/11/2019","2018-11-27",45,"Tuesday",136.2,1
"140","Alaska Airlines","01/11/2019","2018-11-28",44,"Wednesday",646.8,1
"141","Alaska Airlines","01/11/2019","2018-11-29",43,"Thursday",136.2,1
"142","Alaska Airlines","01/11/2019","2018-11-30",42,"Friday",136.2,1
"143","Alaska Airlines","01/11/2019","2018-12-01",41,"Saturday",136.2,1
"144","Alaska Airlines","01/12/2019","2018-11-18",55,"Sunday",128.2,1
"145","Alaska Airlines","01/12/2019","2018-11-19",54,"Monday",128.2,1
"146","Alaska Airlines","01/12/2019","2018-11-20",53,"Tuesday",128.2,1
"147","Alaska Airlines","01/12/2019","2018-11-21",52,"Wednesday",128.2,1
"148","Alaska Airlines","01/12/2019","2018-11-22",51,"Thursday",128.2,1
"149","Alaska Airlines","01/12/2019","2018-11-23",50,"Friday",128.2,1
"150","Alaska Airlines","01/12/2019","2018-11-24",49,"Saturday",128.2,1
"151","Alaska Airlines","01/12/2019","2018-11-25",48,"Sunday",236.4,1
"152","Alaska Airlines","01/12/2019","2018-11-26",47,"Monday",118.2,1
"153","Alaska Airlines","01/12/2019","2018-11-27",46,"Tuesday",118.2,1
"154","Alaska Airlines","01/12/2019","2018-11-28",45,"Wednesday",236.4,1
"155","Alaska Airlines","01/12/2019","2018-11-29",44,"Thursday",128.2,1
"156","Alaska Airlines","01/12/2019","2018-11-30",43,"Friday",128.2,1
"157","Alaska Airlines","01/12/2019","2018-12-01",42,"Saturday",128.2,1
"158","Alaska Airlines","01/13/2019","2018-11-18",56,"Sunday",1794.6,1
"159","Alaska Airlines","01/13/2019","2018-11-19",55,"Monday",2869.17,1
"160","Alaska Airlines","01/13/2019","2018-11-20",54,"Tuesday",246.2,1
"161","Alaska Airlines","01/13/2019","2018-11-21",53,"Wednesday",439.41,1
"162","Alaska Airlines","01/13/2019","2018-11-22",52,"Thursday",136.2,1
"163","Alaska Airlines","01/13/2019","2018-11-24",50,"Saturday",883.4,1
"164","Alaska Airlines","01/13/2019","2018-11-25",49,"Sunday",272.4,1
"165","Alaska Airlines","01/13/2019","2018-11-26",48,"Monday",272.4,1
"166","Alaska Airlines","01/13/2019","2018-11-27",47,"Tuesday",272.4,1
"167","Alaska Airlines","01/13/2019","2018-11-28",46,"Wednesday",392.41,1
"168","Alaska Airlines","01/13/2019","2018-11-29",45,"Thursday",136.2,1
"169","Alaska Airlines","01/13/2019","2018-11-30",44,"Friday",136.2,1
"170","Alaska Airlines","01/13/2019","2018-12-01",43,"Saturday",272.4,1
"171","Alaska Airlines","01/14/2019","2018-11-18",57,"Sunday",272.4,1
"172","Alaska Airlines","01/14/2019","2018-11-19",56,"Monday",1068.6,1
"173","Alaska Airlines","01/14/2019","2018-11-20",55,"Tuesday",442.4,1
"174","Alaska Airlines","01/14/2019","2018-11-21",54,"Wednesday",296.21,1
"175","Alaska Airlines","01/14/2019","2018-11-22",53,"Thursday",356.2,1
"176","Alaska Airlines","01/14/2019","2018-11-23",52,"Friday",831.2,1
"177","Alaska Airlines","01/14/2019","2018-11-25",50,"Sunday",136.2,1
"178","Alaska Airlines","01/14/2019","2018-11-26",49,"Monday",136.2,1
"179","Alaska Airlines","01/14/2019","2018-11-27",48,"Tuesday",136.2,1
"180","Alaska Airlines","01/14/2019","2018-11-28",47,"Wednesday",356.2,1
"181","Alaska Airlines","01/14/2019","2018-11-29",46,"Thursday",136.2,1
"182","Alaska Airlines","01/14/2019","2018-11-30",45,"Friday",136.2,1
"183","Alaska Airlines","01/14/2019","2018-12-01",44,"Saturday",136.2,1
"184","Alaska Airlines","01/15/2019","2018-11-18",58,"Sunday",492.4,1
"185","Alaska Airlines","01/15/2019","2018-11-19",57,"Monday",256.4,1
"186","Alaska Airlines","01/15/2019","2018-11-20",56,"Tuesday",128.2,1
"187","Alaska Airlines","01/15/2019","2018-11-21",55,"Wednesday",128.2,1
"188","Alaska Airlines","01/15/2019","2018-11-22",54,"Thursday",118.2,1
"189","Alaska Airlines","01/15/2019","2018-11-23",53,"Friday",118.2,1
"190","Alaska Airlines","01/15/2019","2018-11-24",52,"Saturday",118.2,1
"191","Alaska Airlines","01/15/2019","2018-11-26",50,"Monday",118.2,1
"192","Alaska Airlines","01/15/2019","2018-11-27",49,"Tuesday",472.8,1
"193","Alaska Airlines","01/15/2019","2018-11-28",48,"Wednesday",472.8,1
"194","Alaska Airlines","01/15/2019","2018-11-29",47,"Thursday",128.2,1
"195","Alaska Airlines","01/15/2019","2018-11-30",46,"Friday",128.2,1
"196","Alaska Airlines","01/15/2019","2018-12-01",45,"Saturday",128.2,1
"197","Alaska Airlines","01/16/2019","2018-11-18",59,"Sunday",128.2,1
"198","Alaska Airlines","01/16/2019","2018-11-19",58,"Monday",128.2,1
"199","Alaska Airlines","01/16/2019","2018-11-20",57,"Tuesday",128.2,1
"200","Alaska Airlines","01/16/2019","2018-11-21",56,"Wednesday",128.2,1
"201","Alaska Airlines","01/16/2019","2018-11-22",55,"Thursday",118.2,1
"202","Alaska Airlines","01/16/2019","2018-11-23",54,"Friday",576.2,1
"203","Alaska Airlines","01/16/2019","2018-11-24",53,"Saturday",256.4,1
"204","Alaska Airlines","01/16/2019","2018-11-25",52,"Sunday",256.4,1
"205","Alaska Airlines","01/16/2019","2018-11-26",51,"Monday",256.4,1
"206","Alaska Airlines","01/16/2019","2018-11-28",49,"Wednesday",118.2,1
"207","Alaska Airlines","01/16/2019","2018-11-29",48,"Thursday",118.2,1
"208","Alaska Airlines","01/16/2019","2018-11-30",47,"Friday",118.2,1
"209","Alaska Airlines","01/16/2019","2018-12-01",46,"Saturday",128.2,1
"210","Alaska Airlines","01/17/2019","2018-11-18",60,"Sunday",221.2,1
"211","Alaska Airlines","01/17/2019","2018-11-19",59,"Monday",136.2,1
"212","Alaska Airlines","01/17/2019","2018-11-20",58,"Tuesday",136.2,1
"213","Alaska Airlines","01/17/2019","2018-11-21",57,"Wednesday",136.2,1
"214","Alaska Airlines","01/17/2019","2018-11-22",56,"Thursday",136.2,1
"215","Alaska Airlines","01/17/2019","2018-11-23",55,"Friday",136.2,1
"216","Alaska Airlines","01/17/2019","2018-11-24",54,"Saturday",429.41,1
"217","Alaska Airlines","01/17/2019","2018-11-25",53,"Sunday",272.4,1
"218","Alaska Airlines","01/17/2019","2018-11-27",51,"Tuesday",136.2,1
"219","Alaska Airlines","01/17/2019","2018-11-28",50,"Wednesday",136.2,1
"220","Alaska Airlines","01/17/2019","2018-11-29",49,"Thursday",136.2,1
"221","Alaska Airlines","01/17/2019","2018-11-30",48,"Friday",136.2,1
"222","Alaska Airlines","01/17/2019","2018-12-01",47,"Saturday",288.8,1
"223","Alaska Airlines","01/18/2019","2018-11-18",61,"Sunday",136.2,1
"224","Alaska Airlines","01/18/2019","2018-11-19",60,"Monday",576.2,1
"225","Alaska Airlines","01/18/2019","2018-11-20",59,"Tuesday",415.4,1
"226","Alaska Airlines","01/18/2019","2018-11-21",58,"Wednesday",136.2,1
"227","Alaska Airlines","01/18/2019","2018-11-22",57,"Thursday",136.2,1
"228","Alaska Airlines","01/18/2019","2018-11-23",56,"Friday",136.2,1
"229","Alaska Airlines","01/18/2019","2018-11-24",55,"Saturday",598.8,1
"230","Alaska Airlines","01/18/2019","2018-11-25",54,"Sunday",136.2,1
"231","Alaska Airlines","01/18/2019","2018-11-27",52,"Tuesday",136.2,1
"232","Alaska Airlines","01/18/2019","2018-11-28",51,"Wednesday",136.2,1
"233","Alaska Airlines","01/18/2019","2018-11-29",50,"Thursday",272.4,1
"234","Alaska Airlines","01/18/2019","2018-11-30",49,"Friday",136.2,1
"235","Alaska Airlines","01/18/2019","2018-12-01",48,"Saturday",136.2,1
"236","Alaska Airlines","01/19/2019","2018-11-18",62,"Sunday",128.2,1
"237","Alaska Airlines","01/19/2019","2018-11-19",61,"Monday",128.2,1
"238","Alaska Airlines","01/19/2019","2018-11-20",60,"Tuesday",128.2,1
"239","Alaska Airlines","01/19/2019","2018-11-21",59,"Wednesday",128.2,1
"240","Alaska Airlines","01/19/2019","2018-11-22",58,"Thursday",256.4,1
"241","Alaska Airlines","01/19/2019","2018-11-23",57,"Friday",576.2,1
"242","Alaska Airlines","01/19/2019","2018-11-24",56,"Saturday",576.2,1
"243","Alaska Airlines","01/19/2019","2018-11-25",55,"Sunday",118.2,1
"244","Alaska Airlines","01/19/2019","2018-11-26",54,"Monday",118.2,1
"245","Alaska Airlines","01/19/2019","2018-11-27",53,"Tuesday",118.2,1
"246","Alaska Airlines","01/19/2019","2018-11-28",52,"Wednesday",118.2,1
"247","Alaska Airlines","01/19/2019","2018-11-29",51,"Thursday",128.2,1
"248","Alaska Airlines","01/19/2019","2018-11-30",50,"Friday",128.2,1
"249","Alaska Airlines","01/19/2019","2018-12-01",49,"Saturday",128.2,1
"250","Alaska Airlines","01/20/2019","2018-11-18",63,"Sunday",1794.6,1
"251","Alaska Airlines","01/20/2019","2018-11-19",62,"Monday",2869.17,1
"252","Alaska Airlines","01/20/2019","2018-11-20",61,"Tuesday",246.2,1
"253","Alaska Airlines","01/20/2019","2018-11-21",60,"Wednesday",439.41,1
"254","Alaska Airlines","01/20/2019","2018-11-22",59,"Thursday",136.2,1
"255","Alaska Airlines","01/20/2019","2018-11-23",58,"Friday",136.2,1
"256","Alaska Airlines","01/20/2019","2018-11-24",57,"Saturday",883.4,1
"257","Alaska Airlines","01/20/2019","2018-11-25",56,"Sunday",639.6,1
"258","Alaska Airlines","01/20/2019","2018-11-26",55,"Monday",246.2,1
"259","Alaska Airlines","01/20/2019","2018-11-27",54,"Tuesday",366.8,1
"260","Alaska Airlines","01/20/2019","2018-11-28",53,"Wednesday",136.2,1
"261","Alaska Airlines","01/20/2019","2018-11-29",52,"Thursday",272.4,1
"262","Alaska Airlines","01/20/2019","2018-11-30",51,"Friday",438.8,1
"263","Alaska Airlines","01/20/2019","2018-12-01",50,"Saturday",288.8,1
"264","Alaska Airlines","01/21/2019","2018-11-18",64,"Sunday",272.4,1
"265","Alaska Airlines","01/21/2019","2018-11-19",63,"Monday",272.4,1
"266","Alaska Airlines","01/21/2019","2018-11-20",62,"Tuesday",272.4,1
"267","Alaska Airlines","01/21/2019","2018-11-21",61,"Wednesday",272.4,1
"268","Alaska Airlines","01/21/2019","2018-11-22",60,"Thursday",272.4,1
"269","Alaska Airlines","01/21/2019","2018-11-23",59,"Friday",136.2,1
"270","Alaska Airlines","01/21/2019","2018-11-24",58,"Saturday",136.2,1
"271","Alaska Airlines","01/21/2019","2018-11-25",57,"Sunday",246.2,1
"272","Alaska Airlines","01/21/2019","2018-11-27",55,"Tuesday",136.2,1
"273","Alaska Airlines","01/21/2019","2018-11-28",54,"Wednesday",136.2,1
"274","Alaska Airlines","01/21/2019","2018-11-29",53,"Thursday",136.2,1
"275","Alaska Airlines","01/21/2019","2018-11-30",52,"Friday",136.2,1
"276","Alaska Airlines","01/21/2019","2018-12-01",51,"Saturday",136.2,1
"277","Alaska Airlines","01/22/2019","2018-11-18",65,"Sunday",492.4,1
"278","Alaska Airlines","01/22/2019","2018-11-20",63,"Tuesday",118.2,1
"279","Alaska Airlines","01/22/2019","2018-11-21",62,"Wednesday",348.81,1
"280","Alaska Airlines","01/22/2019","2018-11-22",61,"Thursday",591,1
"281","Alaska Airlines","01/22/2019","2018-11-23",60,"Friday",136.2,1
"282","Alaska Airlines","01/22/2019","2018-11-26",57,"Monday",236.4,1
"283","Alaska Airlines","01/22/2019","2018-11-27",56,"Tuesday",236.4,1
"284","Alaska Airlines","01/22/2019","2018-11-28",55,"Wednesday",236.4,1
"285","Alaska Airlines","01/22/2019","2018-11-29",54,"Thursday",915.2,1
"286","Alaska Airlines","01/22/2019","2018-11-30",53,"Friday",128.2,1
"287","Alaska Airlines","01/22/2019","2018-12-01",52,"Saturday",128.2,1
"288","Alaska Airlines","01/23/2019","2018-11-18",66,"Sunday",256.4,1
"289","Alaska Airlines","01/23/2019","2018-11-19",65,"Monday",256.4,1
"290","Alaska Airlines","01/23/2019","2018-11-20",64,"Tuesday",256.4,1
"291","Alaska Airlines","01/23/2019","2018-11-21",63,"Wednesday",118.2,1
"292","Alaska Airlines","01/23/2019","2018-11-25",59,"Sunday",118.2,1
"293","Alaska Airlines","01/23/2019","2018-11-26",58,"Monday",118.2,1
"294","Alaska Airlines","01/23/2019","2018-11-27",57,"Tuesday",118.2,1
"295","Alaska Airlines","01/23/2019","2018-11-28",56,"Wednesday",316.2,1
"296","Alaska Airlines","01/23/2019","2018-11-29",55,"Thursday",118.2,1
"297","Alaska Airlines","01/23/2019","2018-11-30",54,"Friday",118.2,1
"298","Alaska Airlines","01/23/2019","2018-12-01",53,"Saturday",128.2,1
"299","Alaska Airlines","01/24/2019","2018-11-18",67,"Sunday",272.4,1
"300","Alaska Airlines","01/24/2019","2018-11-19",66,"Monday",221.2,1
"301","Alaska Airlines","01/24/2019","2018-11-20",65,"Tuesday",272.4,1
"302","Alaska Airlines","01/24/2019","2018-11-21",64,"Wednesday",409.8,1
"303","Alaska Airlines","01/24/2019","2018-11-22",63,"Thursday",681,1
"304","Alaska Airlines","01/24/2019","2018-11-23",62,"Friday",136.2,1
"305","Alaska Airlines","01/24/2019","2018-11-24",61,"Saturday",429.41,1
"306","Alaska Airlines","01/24/2019","2018-11-25",60,"Sunday",272.4,1
"307","Alaska Airlines","01/24/2019","2018-11-26",59,"Monday",272.4,1
"308","Alaska Airlines","01/24/2019","2018-11-27",58,"Tuesday",272.4,1
"309","Alaska Airlines","01/24/2019","2018-11-28",57,"Wednesday",136.2,1
"310","Alaska Airlines","01/24/2019","2018-11-29",56,"Thursday",136.2,1
"311","Alaska Airlines","01/24/2019","2018-11-30",55,"Friday",136.2,1
"312","Alaska Airlines","01/24/2019","2018-12-01",54,"Saturday",136.2,1
"313","Alaska Airlines","01/25/2019","2018-11-18",68,"Sunday",576.2,1
"314","Alaska Airlines","01/25/2019","2018-11-19",67,"Monday",576.2,1
"315","Alaska Airlines","01/25/2019","2018-11-20",66,"Tuesday",576.2,1
"316","Alaska Airlines","01/25/2019","2018-11-21",65,"Wednesday",576.2,1
"317","Alaska Airlines","01/25/2019","2018-11-24",62,"Saturday",598.8,1
"318","Alaska Airlines","01/25/2019","2018-11-25",61,"Sunday",136.2,1
"319","Alaska Airlines","01/25/2019","2018-11-27",59,"Tuesday",136.2,1
"320","Alaska Airlines","01/25/2019","2018-11-28",58,"Wednesday",646.8,1
"321","Alaska Airlines","01/25/2019","2018-11-29",57,"Thursday",136.2,1
"322","Alaska Airlines","01/25/2019","2018-11-30",56,"Friday",136.2,1
"323","Alaska Airlines","01/25/2019","2018-12-01",55,"Saturday",218.2,1
"324","Alaska Airlines","01/26/2019","2018-11-18",69,"Sunday",128.2,1
"325","Alaska Airlines","01/26/2019","2018-11-19",68,"Monday",118.2,1
"326","Alaska Airlines","01/26/2019","2018-11-20",67,"Tuesday",382.4,1
"327","Alaska Airlines","01/26/2019","2018-11-21",66,"Wednesday",128.2,1
"328","Alaska Airlines","01/26/2019","2018-11-22",65,"Thursday",738.6,1
"329","Alaska Airlines","01/26/2019","2018-11-23",64,"Friday",128.2,1
"330","Alaska Airlines","01/26/2019","2018-11-24",63,"Saturday",236.4,1
"331","Alaska Airlines","01/26/2019","2018-11-25",62,"Sunday",236.4,1
"332","Alaska Airlines","01/26/2019","2018-11-26",61,"Monday",236.4,1
"333","Alaska Airlines","01/26/2019","2018-11-27",60,"Tuesday",236.4,1
"334","Alaska Airlines","01/26/2019","2018-11-28",59,"Wednesday",236.4,1
"335","Alaska Airlines","01/26/2019","2018-11-29",58,"Thursday",118.2,1
"336","Alaska Airlines","01/26/2019","2018-11-30",57,"Friday",118.2,1
"337","Alaska Airlines","01/26/2019","2018-12-01",56,"Saturday",316.2,1
"338","Alaska Airlines","01/27/2019","2018-11-18",70,"Sunday",1794.6,1
"339","Alaska Airlines","01/27/2019","2018-11-19",69,"Monday",2869.17,1
"340","Alaska Airlines","01/27/2019","2018-11-20",68,"Tuesday",246.2,1
"341","Alaska Airlines","01/27/2019","2018-11-21",67,"Wednesday",439.41,1
"342","Alaska Airlines","01/27/2019","2018-11-22",66,"Thursday",136.2,1
"343","Alaska Airlines","01/27/2019","2018-11-23",65,"Friday",136.2,1
"344","Alaska Airlines","01/27/2019","2018-11-24",64,"Saturday",136.2,1
"345","Alaska Airlines","01/27/2019","2018-11-25",63,"Sunday",136.2,1
"346","Alaska Airlines","01/27/2019","2018-11-26",62,"Monday",246.2,1
"347","Alaska Airlines","01/27/2019","2018-11-27",61,"Tuesday",366.8,1
"348","Alaska Airlines","01/27/2019","2018-11-28",60,"Wednesday",392.41,1
